PMATPUB_EF;PMATPUB_EM;DIST_EF_PUB;DIST_EM_PUB;IDEB_AI;IDEB_AF;DOCSUP_EF_PUB;DOCSUP_EM_PUB;TXMOINF;TXBRUTAMORT;TXCOBPLP;PINTERSAP;PINTERDRSAI;REN_TRPCBF_D;REN_TRPCBPC_D;PDEFAGUA;PDEFESGOTO;PDEFLIXO;PDEFSAN;PPOB_POS;PBF;SNIS_PAGUA;PFOCOS;POP_TOT;NOME;IBGE;estado;municipio;data;casosAcumulado;obitosAcumulado;interior/metropolitana;Região;Porte;Capital;ESPVIDA;MORT1;T_ENV;RAZDEP;ANOSEST;T_ANALF15M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FUND15A17;R1040;RDPC;RDPC1;RDPC4;RMPOB;RPOB;PMPOB;PPOB;GINI;POP;POPTOT;IDHM_E;IDHM_L;IDHM_R;IDHM;LON;LAT;ANNUAL;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC
99.7;98.93;36.6;57.1;3.9;3.3;49.6;61.3;30.93;4.06;0.54;37.0;9.22;391.14;189.65;58.02;64.96;44.04;38.97;97.02;92.56;48.04;0.33;30277;Mocajuba;150460;PA;Mocajuba;2020-11-01;1395;24;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-49.5046;-2.5835;3726;2816;2636;2668;3107;4145;4996;4904;4980;4167;3791;3567;2929
100.0;99.09;30.7;64.2;4.8;3.8;42.6;49.2;17.09;3.7;2.24;31.16;11.19;293.04;120.4;74.03;69.39;58.47;46.14;96.03;90.39;13.3;4.49;79825;Moju;150470;PA;Moju;2020-11-01;1273;34;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.7671;-1.8903;3686;2875;2419;2457;2832;3894;4939;4905;4827;4236;3863;3739;3252
98.33;100.0;28.7;41.3;4.4;3.7;67.4;60.1;25.29;5.01;0.88;22.75;3.52;280.81;156.82;62.31;90.98;67.48;50.18;93.99;86.26;36.92;2.32;56466;Monte Alegre;150480;PA;Monte Alegre;2020-11-01;1574;28;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-54.0728;-1.9981;3910;3720;3039;2968;3021;3806;4735;4502;4491;3749;4440;4601;3848
100.0;100.0;39.6;48.8;4.0;3.5;39.0;51.7;22.94;4.13;0.36;13.18;0.83;119.82;132.31;91.44;45.77;42.72;26.54;91.0;74.7;21.04;0.36;16221;Nova Ipixuna;150497;PA;Nova Ipixuna;2020-11-01;339;10;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-49.0826;-4.9166;3431;2295;2113;2270;2875;3742;5275;5283;5376;4173;2945;2638;2181
100.0;100.0;30.4;51.9;4.1;3.6;49.2;71.8;18.63;4.75;1.06;11.16;0.75;186.48;208.4;23.14;55.58;26.92;13.55;93.28;85.89;48.24;0.08;14942;Nova Timboteua;150500;PA;Nova Timboteua;2020-11-01;444;2;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-47.3915;-1.2044;3501;2702;2039;1931;2316;3441;4440;4473;4588;4505;4160;4033;3381
89.94;92.43;29.8;45.9;5.0;3.6;56.2;35.1;17.71;5.23;1.26;21.59;0.4;93.21;224.52;60.88;93.69;16.02;14.62;81.08;65.66;100.0;10.8;25071;Novo Progresso;150503;PA;Novo Progresso;2020-11-01;890;14;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-55.379;-7.1439;3139;2015;1893;2033;2321;3563;4804;4458;4779;3454;3143;2735;2474
100.0;100.0;29.6;55.7;4.8;3.6;37.2;67.8;11.78;4.44;1.26;52.75;15.42;225.22;173.67;75.32;91.41;62.91;52.94;92.2;81.4;61.81;2.63;50727;Óbidos;150510;PA;Óbidos;2020-11-01;2717;47;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-55.5212;-1.9015;3475;2576;2269;2208;2305;2973;4379;4128;4808;4258;4433;4065;3298
100.0;100.0;44.1;69.8;3.5;3.1;51.5;52.3;23.15;3.54;0.38;33.28;7.76;383.28;60.01;54.76;77.47;52.44;49.91;99.26;96.78;38.83;0.53;31619;Oeiras do Pará;150520;PA;Oeiras do Pará;2020-11-01;684;24;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-49.8632;-2.004;3653;3029;2543;2506;2949;3745;4503;4463;4562;4220;4031;3919;3364
94.05;93.96;29.0;42.2;4.8;4.1;25.4;57.0;23.52;3.78;9.12;20.14;3.8;176.2;152.84;67.05;90.47;50.35;46.1;93.41;84.06;100.0;2.42;71078;Oriximiná;150530;PA;Oriximiná;2020-11-01;4659;58;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-55.8584;-1.7603;3261;2397;1936;1947;1955;2712;4181;4066;4682;4122;4179;3927;3023
100.0;100.0;33.6;50.0;4.5;3.7;42.4;51.1;3.33;4.38;0.77;22.92;6.9;337.59;111.5;44.05;43.69;19.81;8.6;91.81;85.75;22.73;0.11;17356;Ourém;150540;PA;Ourém;2020-11-01;364;4;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-47.1155;-1.5462;3533;2770;2098;2016;2475;3461;4615;4727;4710;4508;3964;3811;3238
91.62;89.96;28.2;51.4;5.7;4.1;74.0;54.6;10.62;4.12;5.86;16.99;1.86;109.5;188.69;28.35;93.67;13.51;12.34;88.53;68.43;100.0;5.41;110026;Paragominas;150550;PA;Paragominas;2020-11-01;3569;99;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-47.3531;-3.0025;3625;2886;2649;2680;3134;3855;4660;4616;4601;4237;3768;3367;3050
90.68;94.78;13.3;38.1;5.7;4.6;62.9;44.6;13.75;3.87;34.57;12.93;1.51;46.71;105.8;34.99;72.42;11.81;9.45;83.91;56.02;91.0;1.36;202356;Parauapebas;150553;PA;Parauapebas;2020-11-01;27540;196;0;Região Norte;Grande;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-49.9041;-6.0682;3568;2341;2317;2287;2925;4300;5505;5641;5875;4171;2979;2352;2118
100.0;100.0;35.4;55.1;4.7;3.5;34.3;71.1;26.32;6.11;0.66;15.32;2.05;203.65;48.43;19.24;48.33;33.71;12.9;91.41;73.15;40.75;0.07;7860;Peixe-Boi;150560;PA;Peixe-Boi;2020-11-01;189;2;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-47.3204;-1.1923;3501;2702;2039;1931;2316;3441;4440;4473;4588;4505;4160;4033;3381
100.0;100.0;30.7;46.7;4.1;3.4;36.8;56.8;17.24;2.48;0.5;45.48;18.86;217.3;95.26;32.88;49.82;38.12;27.31;97.09;87.82;64.21;0.31;30219;Ponta de Pedras;150570;PA;Ponta de Pedras;2020-11-01;997;12;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.8665;-1.3963;4283;3555;2779;2807;3309;4419;5426;5195;5195;4921;4681;4827;4280
100.0;100.0;50.2;56.2;3.3;3.2;23.2;58.7;12.76;2.95;0.31;24.51;2.88;250.04;177.08;68.19;68.6;52.31;50.55;97.61;91.05;6.16;8.01;60322;Portel;150580;PA;Portel;2020-11-01;1883;50;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-50.8198;-1.9368;3656;2919;2436;2455;2867;3796;4736;4784;4733;4192;3838;3847;3271
100.0;100.0;36.3;61.1;3.5;3.5;31.4;43.3;12.87;3.03;0.19;27.54;3.19;546.56;110.19;53.66;81.1;82.61;47.69;97.51;93.43;87.32;3.87;29067;Prainha;150600;PA;Prainha;2020-11-01;588;24;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-53.4817;-1.7929;3772;3238;2842;2726;2991;3885;4827;4536;4476;3728;4370;4217;3431
83.51;94.14;23.3;44.7;4.8;3.9;65.5;72.3;17.21;6.27;5.7;19.29;3.55;80.43;272.37;60.86;97.13;8.84;8.24;79.39;62.02;48.02;1.15;82464;Redenção;150613;PA;Redenção;2020-11-01;4035;57;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-50.0321;-8.0257;4054;3044;2928;2845;3533;4802;5787;5358;6053;4581;3615;3198;2908
96.31;96.51;32.1;42.3;4.9;3.4;53.5;53.4;11.51;4.71;2.75;49.35;21.3;102.85;157.93;36.11;97.81;22.79;18.62;89.73;75.89;93.72;2.79;50925;Rondon do Pará;150618;PA;Rondon do Pará;2020-11-01;570;34;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.0673;-4.7783;3594;2441;2420;2502;3202;4097;5206;5186;5434;4169;3180;2719;2575
96.78;95.53;26.9;59.1;4.2;3.3;53.6;61.8;9.88;5.03;1.54;18.35;3.59;154.73;231.76;33.06;92.6;19.87;9.52;94.17;81.36;99.98;0.02;39569;Salinópolis;150620;PA;Salinópolis;2020-11-01;563;33;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-47.3476;-0.6314;4048;3990;2661;2460;2824;4055;5075;4950;4268;4618;4411;4723;4539
100.0;100.0;31.6;55.0;4.2;3.7;25.3;59.7;15.87;5.5;0.79;31.45;2.47;324.35;97.9;17.76;77.46;68.62;12.58;97.18;90.31;48.58;0.17;23096;Salvaterra;150630;PA;Salvaterra;2020-11-01;501;18;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.5143;-0.7588;4059;3390;2361;2231;2701;4041;4953;4827;4940;4925;4852;5110;4375
100.0;100.0;26.4;48.9;5.0;3.2;42.4;63.1;11.59;5.08;2.92;10.06;0.77;130.44;174.9;23.97;89.21;43.67;17.22;89.81;70.37;99.62;0.05;20492;Santa Bárbara do Pará;150635;PA;Santa Bárbara do Pará;2020-11-01;352;13;1;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.2955;-1.2265;3298;2524;1853;1733;2158;3263;4493;4525;4491;4076;3811;3703;2947
97.16;100.0;35.3;45.1;3.8;3.1;38.9;54.2;5.81;4.3;0.44;14.17;3.03;294.35;94.27;93.22;53.63;44.64;33.02;94.46;86.05;20.01;0.19;19316;Santa Luzia do Pará;150655;PA;Santa Luzia do Pará;2020-11-01;960;12;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-46.9012;-1.5218;3520;2825;2127;2027;2441;3457;4452;4734;4649;4480;4015;3816;3215
99.5;73.95;30.8;53.7;3.6;2.8;33.8;42.2;27.97;3.45;0.2;33.07;7.33;148.97;34.12;79.53;75.31;55.68;43.5;89.87;75.99;22.25;7.84;20849;Santa Maria das Barreiras;150658;PA;Santa Maria das Barreiras;2020-11-01;368;2;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-49.7208;-8.859;4410;3247;3198;3090;3809;5273;6223;6153;6597;4901;3751;3417;3256
100.0;100.0;37.7;55.9;4.2;3.3;42.1;68.3;14.02;4.92;1.7;32.97;13.05;180.84;142.22;31.02;55.74;35.99;19.7;93.27;78.66;71.72;0.08;24186;Santa Maria do Pará;150660;PA;Santa Maria do Pará;2020-11-01;529;19;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-47.5739;-1.3486;3454;2636;1943;1981;2401;3515;4534;4630;4620;4369;3971;3774;3072
94.87;98.67;37.9;48.5;3.9;2.8;33.7;54.4;15.82;2.16;0.71;47.42;8.37;90.39;99.58;83.63;95.97;19.02;18.32;88.13;80.7;26.24;7.54;70764;Santana do Araguaia;150670;PA;Santana do Araguaia;2020-11-01;1607;9;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-50.3504;-9.3285;4238;3195;3049;3034;3656;5080;5931;5919;6280;4543;3667;3337;3169
89.45;93.94;23.0;39.0;5.5;4.4;37.9;55.5;18.15;5.61;8.82;13.09;0.8;128.98;233.79;50.07;38.89;29.65;20.37;85.01;65.11;71.24;2.94;296302;Santarém;150680;PA;Santarém;2020-11-01;10740;214;0;Região Norte;Grande;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-54.7;-2.4389;3688;3149;2932;2626;2586;3411;4590;4147;4311;3652;4589;4703;3556
100.0;100.0;36.3;65.5;4.0;2.9;19.1;52.0;18.6;4.38;0.5;16.94;2.45;252.32;105.02;19.41;97.97;42.55;10.01;95.66;87.68;53.5;0.03;17563;São Caetano de Odivelas;150710;PA;São Caetano de Odivelas;2020-11-01;517;18;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.0202;-0.7481;3844;3425;2191;2002;2333;3473;4478;4488;4740;4831;4769;5022;4381
94.94;97.28;35.8;55.6;3.9;3.0;24.8;48.6;17.39;5.11;0.83;34.61;14.73;180.93;253.09;29.83;44.43;21.11;13.82;93.44;78.89;100.0;0.33;24859;São Domingos do Araguaia;150715;PA;São Domingos do Araguaia;2020-11-01;1127;14;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.7301;-5.549;3803;2651;2721;2819;3467;4246;5581;5476;5766;4461;3098;2832;2524
100.0;100.0;44.7;69.7;3.4;3.3;22.1;43.3;11.43;3.66;0.66;34.26;4.98;295.43;104.48;65.47;86.42;64.43;55.21;97.14;90.42;100.0;0.57;31123;São Domingos do Capim;150720;PA;São Domingos do Capim;2020-11-01;318;9;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-47.7668;-1.6881;3714;2991;2397;2247;2703;3812;4978;4946;4851;4415;4145;3902;3174
96.94;95.81;34.9;48.7;4.0;3.0;25.4;27.6;14.01;2.44;0.27;38.1;6.68;92.08;50.08;92.74;96.28;47.64;46.14;92.54;81.48;3.82;32.19;124806;São Félix do Xingu;150730;PA;São Félix do Xingu;2020-11-01;2169;17;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-51.9908;-6.6429;3386;2114;2346;2367;2759;4179;5331;4874;5086;3856;2977;2603;2140
94.14;100.0;31.0;54.6;4.4;3.2;46.4;60.0;24.27;6.73;1.02;19.14;1.6;171.98;119.31;40.59;47.17;47.91;22.89;91.36;77.54;99.96;0.08;15454;São Francisco do Pará;150740;PA;São Francisco do Pará;2020-11-01;151;7;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-47.7923;-1.1702;3432;2642;1940;1959;2278;3455;4457;4679;4525;4207;4072;3905;3067
98.18;100.0;33.3;41.4;4.4;3.6;33.3;40.6;6.07;5.42;0.74;32.8;19.64;165.28;231.99;49.15;74.75;33.6;26.01;92.56;82.53;100.0;0.72;24188;São Geraldo do Araguaia;150745;PA;São Geraldo do Araguaia;2020-11-01;594;18;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.5595;-6.3951;4044;2750;2851;2759;3569;4748;6008;5936;6070;4915;3481;2850;2595
100.0;100.0;37.7;62.2;3.7;2.5;26.2;46.2;5.88;5.21;0.49;36.76;18.81;337.19;66.38;40.84;56.36;52.6;34.91;91.03;80.92;100.0;0.63;13616;São João do Araguaia;150750;PA;São João do Araguaia;2020-11-01;35;7;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.7925;-5.3606;4046;2991;2884;3084;3930;4550;5729;5535;5839;4728;3428;3106;2748
100.0;100.0;34.2;49.8;4.1;3.7;20.3;44.0;15.38;3.4;0.34;41.62;11.05;438.4;99.77;71.65;95.37;64.99;63.03;99.17;94.62;47.04;0.03;25904;São Sebastião da Boa Vista;150770;PA;São Sebastião da Boa Vista;2020-11-01;431;11;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-49.5305;-1.7159;4061;3166;2624;2724;3049;4541;5120;5076;4746;4710;4538;4602;3841
100.0;100.0;38.2;53.4;4.4;4.2;42.8;61.6;13.47;4.4;1.3;50.99;8.67;520.65;114.43;26.17;43.28;26.58;21.07;97.32;91.9;100.0;2.99;11357;Senador José Porfírio;150780;PA;Senador José Porfírio;2020-11-01;628;15;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-51.9491;-2.5864;2997;2154;1990;2005;2447;3189;4061;4130;4208;3438;3204;2925;2214
100.0;100.0;30.4;48.2;4.0;3.3;35.4;51.3;36.65;4.54;1.24;38.65;6.99;220.45;263.33;30.87;52.57;22.13;11.08;96.19;88.14;85.64;0.26;24682;Soure;150790;PA;Soure;2020-11-01;414;13;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.5156;-0.7237;4013;3465;2318;2204;2661;4068;5035;4918;4776;4829;4672;4864;4349
94.93;96.77;32.0;57.4;4.4;3.4;63.6;66.5;18.34;3.22;1.47;17.27;1.04;127.6;98.33;68.71;45.09;28.49;18.95;93.3;80.87;17.69;1.73;103321;Tailândia;150795;PA;Tailândia;2020-11-01;2234;36;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.9493;-2.9462;3433;2612;2342;2602;3058;3948;4791;4740;4625;3795;3190;2907;2583
96.35;100.0;29.3;56.1;4.8;3.2;49.2;67.1;19.42;5.09;0.42;14.54;1.51;272.0;260.25;20.4;97.77;18.89;12.01;93.27;85.57;98.8;0.04;11399;Terra Alta;150796;PA;Terra Alta;2020-11-01;302;10;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-47.9094;-1.037;3349;2617;1765;1606;2080;3301;4409;4463;4415;4263;4029;4002;3240
100.0;100.0;19.4;38.9;5.6;4.1;50.3;53.9;10.6;3.4;2.31;35.86;9.39;297.46;106.62;14.67;36.86;14.1;11.91;91.01;83.76;97.4;0.18;18257;Terra Santa;150797;PA;Terra Santa;2020-11-01;405;9;0;Região Norte;Pequeno I;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-56.4881;-2.1048;3519;2576;2261;2195;2259;2952;4500;4308;4692;4405;4496;4234;3346
98.6;99.69;28.7;63.7;4.6;3.9;29.4;63.0;14.78;5.02;4.12;26.17;7.54;209.74;164.11;34.58;42.09;30.25;24.56;96.63;87.11;99.7;1.56;61709;Tomé-Açu;150800;PA;Tomé-Açu;2020-11-01;1018;47;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-48.1545;-2.4184;3620;2972;2487;2587;2960;3763;4834;4829;4762;4156;3661;3314;3118
98.62;100.0;33.9;55.0;3.8;3.1;28.3;66.4;30.04;5.28;0.28;34.14;9.48;255.86;140.78;69.89;97.72;67.96;54.9;97.44;88.35;46.12;0.09;30108;Tracuateua;150803;PA;Tracuateua;2020-11-01;549;16;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-46.9026;-1.0784;3546;3042;2162;1820;2200;3349;4370;4392;4522;4593;4222;4211;3671
92.8;91.91;31.5;46.4;4.5;4.0;38.4;56.6;15.67;4.39;4.25;54.75;14.31;53.27;177.6;43.13;32.78;23.25;11.13;79.35;50.17;100.0;0.88;38508;Tucumã;150808;PA;Tucumã;2020-11-01;2831;31;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-51.163;-6.7473;3505;2384;2412;2291;2882;4312;5477;4972;5271;4077;3008;2700;2281
93.22;94.12;27.9;46.2;4.6;3.6;55.0;61.0;14.61;4.35;3.77;10.36;0.41;136.16;219.03;21.64;50.39;15.88;11.24;87.58;74.08;95.07;0.48;110516;Tucuruí;150810;PA;Tucuruí;2020-11-01;2027;118;0;Região Norte;Médio;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-49.6777;-3.7661;3308;2240;2356;2435;3065;3822;4911;4833;4882;3677;2814;2545;2120
99.18;100.0;18.6;50.6;6.0;4.8;50.6;67.8;13.92;2.07;0.42;41.02;8.59;97.87;53.29;40.73;90.02;30.79;16.7;91.49;80.68;100.0;3.2;57525;Ulianópolis;150812;PA;Ulianópolis;2020-11-01;834;16;0;Região Norte;Pequeno II;0;72.29;16.07;6.29;47.02;7.32;9.03;22.24;17.34;54.57;15.37;468.49;70.96;481.1;119.88;209.28;22.04;43.82;0.525;8322900;8328271;0.6609999999999999;0.7879999999999999;0.654;0.698;-47.4985;-3.7395;3392;2494;2475;2721;3188;3845;4727;4593;4445;3769;3047;2841;2565
