PMATPUB_EF;PMATPUB_EM;DIST_EF_PUB;DIST_EM_PUB;IDEB_AI;IDEB_AF;DOCSUP_EF_PUB;DOCSUP_EM_PUB;TXMOINF;TXBRUTAMORT;TXCOBPLP;PINTERSAP;PINTERDRSAI;REN_TRPCBF_D;REN_TRPCBPC_D;PDEFAGUA;PDEFESGOTO;PDEFLIXO;PDEFSAN;PPOB_POS;PBF;SNIS_PAGUA;PFOCOS;POP_TOT;NOME;IBGE;estado;municipio;data;casosAcumulado;obitosAcumulado;interior/metropolitana;Região;Porte;Capital;ESPVIDA;MORT1;T_ENV;RAZDEP;ANOSEST;T_ANALF15M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FUND15A17;R1040;RDPC;RDPC1;RDPC4;RMPOB;RPOB;PMPOB;PPOB;GINI;POP;POPTOT;IDHM_E;IDHM_L;IDHM_R;IDHM;LON;LAT;ANNUAL;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC
97.77;100.0;10.1;31.1;6.7;4.4;68.2;61.3;0.0;7.1;5.66;15.3;0.0;87.11;121.14;21.39;21.03;18.85;14.06;70.67;49.18;98.49;0.02;9432;Coqueiral;311870;MG;Coqueiral;2020-11-01;43;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-45.437;-21.1862;4630;4017;4835;3839;4934;4792;4905;5303;6198;4960;4485;3402;3890
100.0;100.0;4.7;16.8;6.2;4.4;66.9;70.9;15.33;6.36;1.24;24.74;0.52;198.91;251.9;49.89;40.99;59.34;30.44;90.69;78.6;67.39;0.03;27052;Coração de Jesus;311880;MG;Coração de Jesus;2020-11-01;105;1;0;Região Sudeste;Pequeno II;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-44.3639;-16.6845;5751;5324;6133;4883;6017;6171;6313;6591;7252;6185;5362;3875;4913
100.0;100.0;5.7;19.6;6.3;4.8;73.0;68.3;0.0;5.87;4.56;21.9;0.52;89.76;176.83;18.03;28.84;21.67;11.05;85.31;63.44;92.11;0.02;9029;Cordisburgo;311890;MG;Cordisburgo;2020-11-01;61;2;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-44.3228;-19.1229;5278;4785;5600;4604;5443;5464;5584;6112;6477;5953;5081;3906;4329
100.0;100.0;11.1;44.8;7.5;4.3;36.0;54.9;25.64;8.64;3.07;29.24;2.65;140.82;176.89;9.92;2.42;8.38;1.83;82.41;68.65;88.36;0.01;3587;Cordislândia;311900;MG;Cordislândia;2020-11-01;48;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-45.7003;-21.7896;4438;3596;4558;3786;4705;4651;4756;5039;5992;4692;4299;3430;3751
94.42;96.59;8.7;25.6;6.2;4.3;68.1;62.0;26.23;7.92;7.45;10.52;0.43;98.33;398.56;4.81;11.16;4.46;1.76;84.74;68.38;84.99;0.1;24384;Corinto;311910;MG;Corinto;2020-11-01;221;5;0;Região Sudeste;Pequeno II;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-44.4546;-18.3694;5595;5069;6002;4871;5961;5965;5920;6457;6708;6127;5336;4062;4660
100.0;100.0;14.3;45.7;6.3;4.4;39.9;57.1;16.39;7.74;3.2;20.16;0.0;140.96;161.0;42.98;35.15;42.51;31.86;83.74;65.32;95.4;0.01;10339;Coroaci;311920;MG;Coroaci;2020-11-01;59;2;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-42.2795;-18.616;3915;4358;4922;3816;3765;3678;3931;3871;4436;4162;3612;2615;3816
91.44;93.63;4.6;17.5;6.9;5.5;70.5;59.7;12.35;7.65;9.36;21.76;2.02;40.11;226.35;23.46;4.17;11.19;2.26;80.87;57.23;87.13;0.26;28508;Coromandel;311930;MG;Coromandel;2020-11-01;265;5;0;Região Sudeste;Pequeno II;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-47.1937;-18.4738;5222;4130;4994;4131;5331;5966;5970;6485;7202;5731;4947;3745;4032
85.53;90.15;8.6;25.3;6.3;4.8;76.9;72.8;9.8;6.11;31.51;22.65;0.99;53.42;151.95;12.65;7.91;1.38;0.66;76.39;51.92;80.77;0.02;110326;Coronel Fabriciano;311940;MG;Coronel Fabriciano;2020-11-01;3895;82;0;Região Sudeste;Grande;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-42.6279;-19.5184;3949;3947;4881;3649;4121;3783;4290;4254;4816;4131;3570;2418;3528
100.0;100.0;4.7;29.1;5.6;4.2;49.7;66.8;29.13;5.63;0.92;18.37;2.4;211.44;76.59;26.81;27.61;30.19;16.85;84.19;71.94;74.84;0.04;9411;Coronel Murta;311950;MG;Coronel Murta;2020-11-01;1;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-42.1843;-16.6153;4695;5051;5632;4502;4468;4253;4208;4487;5094;5262;4807;3632;4934
100.0;100.0;20.3;39.4;6.0;4.5;79.7;75.0;0.0;6.72;11.68;23.73;0.96;87.65;156.26;13.89;3.43;2.21;0.33;85.54;60.78;99.73;0.0;3125;Coronel Pacheco;311960;MG;Coronel Pacheco;2020-11-01;41;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-43.2564;-21.5902;3936;4014;4970;3901;3941;3690;4015;4184;4865;4003;3447;2572;3636
100.0;100.0;13.5;26.1;6.6;5.4;80.4;75.8;0.0;4.61;7.75;27.42;1.98;45.9;51.88;31.57;40.48;3.55;3.55;62.24;37.39;96.41;0.01;3471;Coronel Xavier Chaves;311970;MG;Coronel Xavier Chaves;2020-11-01;17;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-44.221;-21.0282;4235;3915;4714;3600;4191;4159;4452;4826;5922;4716;3936;2782;3608
100.0;100.0;5.6;23.8;7.3;5.0;59.1;57.1;32.26;5.24;11.53;18.27;1.32;13.83;72.79;9.63;41.68;7.49;3.04;38.08;8.66;98.42;0.01;6295;Córrego Fundo;311995;MG;Córrego Fundo;2020-11-01;46;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-45.5621;-20.4479;4826;4187;4924;3917;5099;5186;5332;5745;6554;5334;4477;3291;3863
100.0;100.0;12.9;27.4;6.6;3.8;77.2;58.3;26.32;7.41;9.33;13.64;0.56;188.92;78.04;27.78;23.61;24.92;21.0;90.69;77.04;100.0;0.01;2970;Córrego Novo;312000;MG;Córrego Novo;2020-11-01;18;5;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-42.3992;-19.8366;4545;4758;5520;4356;4785;4504;4726;4772;5273;4486;3929;3133;4301
100.0;100.0;12.7;42.3;5.5;3.9;82.6;65.6;18.18;11.25;2.34;21.19;0.68;127.51;140.6;6.73;16.62;8.83;5.44;79.31;54.28;99.31;0.07;4444;Couto de Magalhães de Minas;312010;MG;Couto de Magalhães de Minas;2020-11-01;7;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-43.4652;-18.0732;4710;4668;5396;4011;4522;4689;5153;5345;5898;5443;4468;2913;4015
100.0;100.0;17.1;42.1;5.0;3.8;65.0;66.4;0.0;5.88;1.15;46.82;14.01;205.48;98.25;39.69;38.64;35.47;26.82;91.74;78.72;61.92;0.02;6631;Crisólita;312015;MG;Crisólita;2020-11-01;47;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-40.9187;-17.2386;4410;5350;5829;4709;4303;3805;3613;3709;4143;4465;4125;3657;5214
91.57;100.0;13.9;18.3;6.6;4.5;52.5;50.8;8.06;5.89;6.32;19.54;0.54;55.88;84.47;13.25;3.43;11.89;2.45;83.85;61.78;98.55;0.05;12564;Cristais;312020;MG;Cristais;2020-11-01;186;2;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-45.5171;-20.8738;4690;4065;4924;3955;5088;4954;4988;5357;6170;5039;4465;3368;3910
100.0;100.0;8.7;28.3;5.4;3.2;61.7;51.3;14.93;3.31;0.58;31.38;3.11;400.98;44.33;38.18;17.48;41.48;16.03;93.25;89.65;78.79;0.01;6042;Cristália;312030;MG;Cristália;2020-11-01;48;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-42.8575;-16.7165;4721;4960;5561;4345;4300;4351;4447;4698;5621;5363;4837;3491;4683
100.0;100.0;13.8;24.2;6.2;3.5;52.4;45.8;17.54;5.36;11.35;25.11;4.12;61.2;108.3;21.03;1.17;4.92;0.42;79.02;46.04;90.89;0.01;5225;Cristiano Otoni;312040;MG;Cristiano Otoni;2020-11-01;44;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-43.8169;-20.8329;4272;4030;4917;3699;4217;4157;4540;4729;5807;4683;3910;2807;3768
96.61;99.28;9.2;23.4;7.0;4.8;61.8;64.1;10.1;7.92;24.92;35.01;1.91;49.61;157.31;28.23;26.8;18.15;15.34;76.31;43.99;100.0;0.0;10482;Cristina;312050;MG;Cristina;2020-11-01;38;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-45.2677;-22.2085;4241;3306;4297;3662;4500;4476;4514;4801;5798;4577;4166;3256;3538
99.53;100.0;17.6;23.1;6.5;4.6;61.3;55.6;0.0;11.07;4.35;20.26;1.61;77.05;101.03;36.18;34.01;4.04;3.03;82.62;62.86;96.75;0.01;5057;Crucilândia;312060;MG;Crucilândia;2020-11-01;95;2;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-44.3338;-20.3928;4703;4134;4850;3921;4731;4930;5294;5643;6375;5268;4395;3146;3748
100.0;100.0;11.9;22.3;6.5;5.5;74.1;45.1;17.54;7.91;3.09;19.53;1.2;106.46;134.42;10.62;5.58;4.85;3.43;72.22;51.76;88.19;0.01;4174;Cruzeiro da Fortaleza;312070;MG;Cruzeiro da Fortaleza;2020-11-01;7;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-46.6728;-18.9461;5117;4135;5178;3903;5317;5779;5922;6305;7210;5701;4703;3428;3819
94.29;87.38;11.0;24.5;6.6;4.9;72.6;55.6;13.04;8.71;17.76;28.73;0.62;108.42;238.5;6.13;2.25;4.83;1.32;75.33;57.56;92.53;0.02;15497;Cruzília;312080;MG;Cruzília;2020-11-01;89;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-44.8071;-21.8405;4289;3562;4455;3800;4543;4350;4491;4904;5835;4666;4152;3178;3532
96.18;100.0;15.9;28.5;5.2;4.4;75.1;48.8;16.67;9.01;1.84;26.87;3.42;167.78;63.93;10.45;3.89;7.43;2.33;80.22;67.54;17.7;0.0;4995;Cuparaque;312083;MG;Cuparaque;2020-11-01;61;2;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-41.099;-18.9653;4032;4582;5133;4086;4057;3889;3864;3809;4252;4125;3606;2929;4051
100.0;100.0;10.1;39.7;6.4;4.4;60.9;61.4;24.39;6.03;1.56;17.44;0.91;291.74;97.51;38.22;26.05;19.59;7.9;89.45;79.25;84.84;0.02;7623;Curral de Dentro;312087;MG;Curral de Dentro;2020-11-01;42;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-41.856;-15.9332;4626;5268;5369;4519;4259;4109;3958;4203;4832;5452;4845;3726;4972
90.43;92.4;15.7;33.1;6.4;4.2;53.8;56.5;14.71;7.44;14.03;14.76;0.64;57.67;244.35;11.03;24.92;9.3;6.22;80.6;59.21;94.15;0.16;79878;Curvelo;312090;MG;Curvelo;2020-11-01;930;30;0;Região Sudeste;Médio;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-44.4306;-18.7532;5465;4983;5833;4881;5690;5788;5669;6380;6549;6029;5220;4018;4546
100.0;100.0;11.0;24.0;6.7;4.3;68.8;63.6;10.99;8.04;2.12;19.12;0.47;135.1;213.95;13.99;12.02;22.85;7.37;76.31;50.71;100.0;0.02;5471;Datas;312100;MG;Datas;2020-11-01;43;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-43.6595;-18.4482;4691;4255;4988;3735;4281;4789;5219;5731;6277;5611;4597;2972;3838
100.0;84.88;5.2;26.3;7.2;5.1;74.6;68.5;0.0;7.8;7.82;22.15;0.0;53.71;106.2;61.2;85.26;6.53;5.22;81.79;51.72;100.0;0.0;8205;Delfim Moreira;312110;MG;Delfim Moreira;2020-11-01;62;4;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-45.2796;-22.5041;4056;3085;3899;3425;4221;4280;4546;4682;5702;4368;3891;3113;3461
100.0;100.0;7.8;21.1;6.3;4.1;60.8;47.2;0.0;7.51;5.97;25.39;1.48;39.95;144.78;15.15;5.17;6.39;2.73;76.88;54.7;76.41;0.37;7186;Delfinópolis;312120;MG;Delfinópolis;2020-11-01;27;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-46.8459;-20.3472;4787;3888;4583;3805;5158;5279;5396;5725;6516;5034;4621;3726;3712
100.0;100.0;18.7;47.4;5.3;4.4;54.3;62.2;7.94;3.33;22.31;13.45;0.86;95.68;67.37;6.87;1.83;0.82;0.26;83.39;79.01;98.08;0.03;9904;Delta;312125;MG;Delta;2020-11-01;476;5;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-47.7746;-19.9741;5022;4055;4906;4297;5575;5396;5557;5837;6635;4846;4692;4190;4280
100.0;100.0;16.5;34.9;7.1;5.0;74.2;71.3;0.0;9.31;6.2;35.69;0.56;77.64;178.13;7.77;4.81;4.53;2.52;73.43;48.99;90.97;0.0;5047;Descoberto;312130;MG;Descoberto;2020-11-01;50;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-42.9621;-21.4605;4147;4501;5120;4046;4196;3856;4162;4286;4943;4179;3650;2811;4008
100.0;100.0;11.2;17.6;6.8;4.6;83.3;52.8;32.26;8.59;4.1;32.23;0.8;43.64;130.95;48.63;49.39;47.76;43.53;81.62;53.36;99.97;0.02;7334;Desterro de Entre Rios;312140;MG;Desterro de Entre Rios;2020-11-01;47;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-44.3338;-20.6655;4530;4025;4743;3824;4611;4575;5072;5220;6222;5017;4289;3033;3729
100.0;100.0;12.4;38.2;7.1;5.6;76.8;75.0;0.0;11.94;3.22;21.64;0.0;108.41;101.72;44.5;44.5;41.29;39.34;79.61;62.61;100.0;0.0;3015;Desterro do Melo;312150;MG;Desterro do Melo;2020-11-01;9;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-43.5182;-21.1435;3780;3487;4459;3394;3727;3650;4033;4169;5127;4154;3395;2270;3493
89.64;91.07;15.0;32.4;6.5;3.9;66.1;69.8;8.37;5.87;11.28;17.58;1.01;82.29;225.36;17.45;16.44;22.93;8.68;78.69;52.42;79.41;0.19;48230;Diamantina;312160;MG;Diamantina;2020-11-01;169;6;0;Região Sudeste;Pequeno II;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-43.6035;-18.2418;4674;4338;5064;3823;4347;4744;5236;5478;6249;5545;4489;2936;3841
100.0;100.0;13.4;30.9;6.2;4.3;44.4;49.1;22.73;7.92;2.02;22.15;0.0;153.37;20.9;70.04;61.59;53.3;42.72;82.25;68.59;98.3;0.02;3913;Diogo de Vasconcelos;312170;MG;Diogo de Vasconcelos;2020-11-01;20;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-43.1956;-20.4884;4000;3928;4815;3720;4012;3850;4233;4429;5287;4327;3492;2477;3429
100.0;100.0;6.9;22.2;6.3;4.9;52.7;61.0;33.33;6.76;5.65;22.53;0.3;86.09;111.66;12.69;9.11;12.35;7.08;80.58;56.27;52.3;0.01;8287;Dionísio;312180;MG;Dionísio;2020-11-01;39;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-42.777;-19.843;4030;4046;4840;3711;4240;3953;4306;4434;4931;4200;3560;2552;3583
93.3;100.0;11.3;47.6;6.2;4.2;66.5;64.6;0.0;9.55;19.8;24.0;1.19;52.25;65.97;23.54;23.96;18.66;12.53;71.24;44.08;99.3;0.0;3455;Divinésia;312190;MG;Divinésia;2020-11-01;40;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-43.0006;-20.9922;3964;3958;4741;3636;3790;3727;4275;4346;5053;4222;3616;2583;3624
97.5;100.0;19.3;33.4;6.0;4.1;54.1;78.5;10.75;8.94;3.6;30.94;2.68;171.84;252.76;46.95;27.14;30.86;17.11;84.95;69.67;85.55;0.03;20133;Divino;312200;MG;Divino;2020-11-01;105;6;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-42.1442;-20.6139;4301;4459;5180;3890;4273;4113;4622;4670;5294;4677;3853;2693;3891
100.0;100.0;8.1;31.5;5.8;4.1;64.4;31.0;19.23;8.85;3.46;36.99;16.81;154.58;136.57;13.59;10.29;13.7;3.06;81.59;67.93;81.81;0.01;5086;Divino das Laranjeiras;312210;MG;Divino das Laranjeiras;2020-11-01;86;2;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-41.4784;-18.776;4271;4980;5493;4431;4319;4043;4110;4030;4493;4267;3775;2988;4323
100.0;100.0;15.4;37.6;6.5;4.0;57.6;71.2;0.0;5.29;4.87;43.9;3.96;415.83;114.24;21.57;16.17;22.17;11.92;93.65;79.96;99.74;0.0;7559;Divinolândia de Minas;312220;MG;Divinolândia de Minas;2020-11-01;14;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-42.6218;-18.8053;3862;4073;4741;3554;3722;3677;4006;4052;4549;4333;3638;2436;3565
84.17;88.92;10.7;22.3;7.0;5.1;68.2;73.2;6.28;6.1;53.94;13.09;0.19;10.92;103.49;5.85;14.9;1.78;1.12;68.75;39.48;97.41;0.08;234937;Divinópolis;312230;MG;Divinópolis;2020-11-01;1893;69;0;Região Sudeste;Grande;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-44.8916;-20.1451;5034;4569;5246;4259;5274;5228;5532;5792;6667;5520;4717;3564;4036
100.0;100.0;10.0;33.7;6.0;4.5;52.5;63.0;0.0;4.68;1.96;31.28;3.57;210.22;142.33;3.53;32.72;2.28;1.23;91.18;72.42;87.25;0.01;6625;Divisa Alegre;312235;MG;Divisa Alegre;2020-11-01;33;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-41.3466;-15.7225;4327;4816;5205;4357;4085;3910;3602;3820;4332;5006;4430;3573;4784
98.66;100.0;5.8;14.5;6.8;4.9;89.4;77.7;0.0;7.42;4.28;11.48;0.0;54.16;131.81;9.3;10.58;3.17;2.9;80.96;48.11;91.05;0.0;6068;Divisa Nova;312240;MG;Divisa Nova;2020-11-01;65;2;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-46.1908;-21.5096;4537;3944;4692;3864;4753;4712;4765;5128;6143;4830;4370;3476;3767
100.0;100.0;15.3;37.7;5.6;4.5;59.3;61.1;27.78;2.65;0.73;28.51;3.85;274.34;105.59;22.94;68.48;17.61;16.2;90.39;82.7;98.78;0.03;10547;Divisópolis;312245;MG;Divisópolis;2020-11-01;41;1;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-41.0;-15.7258;4223;4776;5063;4344;4010;3832;3492;3748;4151;4743;4238;3496;4784
100.0;100.0;11.6;14.2;6.8;4.2;56.0;56.5;15.87;8.0;7.45;21.59;1.98;81.32;242.06;13.76;6.45;12.36;4.38;74.27;45.5;86.34;0.0;5247;Dom Cavati;312250;MG;Dom Cavati;2020-11-01;66;7;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-42.1142;-19.3695;4169;4581;5112;4126;4313;4094;4228;4207;4670;4144;3627;2767;4162
100.0;100.0;13.1;29.7;6.5;4.0;63.9;46.7;0.0;7.61;6.37;30.58;1.09;165.46;149.66;31.38;28.55;29.69;21.43;86.5;70.69;82.36;0.09;4602;Dom Joaquim;312260;MG;Dom Joaquim;2020-11-01;134;0;0;Região Sudeste;Pequeno I;0;77.49;10.42;10.51;41.71;7.97;5.96;7.76;4.94;75.76;13.23;804.47;143.17;796.29;103.7;226.93;8.22;20.47;0.503;21106742;21110383;0.753;0.875;0.741;0.787;-43.2547;-18.9615;4174;4244;5055;3863;4145;4037;4166;4415;5221;4540;3884;2830;3683
