"perc_matricula_epf";"perc_matricula_epm";"tx_distorcao_idade_serie_epf";"tx_distorcao_idade_serie_epm";"ideb_ai_ef";"ideb_ai_em";"perc_docente_epf";"perc_docente_epm";"tx_mortalidade_infantil";"tx_mortalidade_bruta";"perc_pop_cobertura_plano_saude";"perc_internacao_falha_aps";"perc_internacao_falha_saneamento";"vl_per_capita_bolsa_familia";"vl_per_capita_beneficio_prestacao_continuada";"perc_pop_cadunico_sem_abastecimento_agua";"perc_pop_cadunico_sem_esgotamento_sanitario";"perc_pop_cadunico_sem_coleta_lixo";"perc_pop_cadunico_sem_saneamento";"perc_pop_pobre_cadunico";"perc_pop_cadunico_bolsa_familia";"perc_pop_urbana_com_abastecimento_agua";"perc_participacao_queimadas_brasil";"cobertura_ab";"incidencia";"letalidade";"label"
97,56;100;28,5;30,5;5,5;4,5;63,6;73,2;7,37;5,39;23,09;27,41;1,81;61;174,12;19,55;90,74;34,82;14,81;73,59;43,98;99,33;0,11;58;2201,96640721016;0,62015503875969;"Moderado"
92,22;100;20,5;26,5;5,2;4,6;70,8;56,2;16,39;8,76;24,86;27,33;3;94,19;296,21;12,65;51,72;10,81;9,81;64,49;44,93;98,9;0,13;100;518,475244632686;4,22535211267606;"Grave"
81,14;85,83;16,8;33,2;5,7;4,8;89;78,4;8,76;6,05;30,03;13,43;0,32;32,97;232,06;7,82;18,1;0,54;0,25;62,54;37,64;99,82;0,23;52,08;4140,76709257501;1,88679245283019;"Grave"
100;100;29,6;24,7;5,6;4,8;61,4;45,8;0;4,35;5,39;26,18;9;174,47;233,01;17,8;85,02;21,57;7,62;77,36;65,48;98,99;0,02;100;619,557937039518;0;"Leve"
82,9;88,72;24,4;45,2;5,2;4,1;80,8;70,6;4;7,59;21,28;25,47;0,9;52,2;390,25;5,99;84,48;4,35;3,28;64,09;38,31;100;0,08;100;4345,22714732389;2,96296296296296;"Grave"
84,42;87,16;22,9;31,7;5,3;4,5;73,5;57,5;13,7;3,34;33,24;26,08;0,45;25,56;116,9;5,57;95,5;3,98;3,41;52,93;33,36;99,61;0,1;100;4360,9022556391;1,4367816091954;"Grave"
100;100;35,3;36;5,4;4,6;65,1;45,5;46,51;4,71;7,42;15,38;1,96;75,15;83,86;20,45;27,17;36,93;8,16;79,55;59,33;100;0,07;100;1116,92844677138;1,5625;"Moderado"
97,18;100;34,2;43,8;4,7;4;59,4;76,1;18,29;5,99;4,84;30,28;4,5;215,7;335,37;44,9;66;31,17;28,4;86,48;75,22;99,17;0,08;68,31;865,743207245605;1,53846153846154;"Moderado"
84,73;85,85;28,5;48,2;4,6;4,1;74,1;57,1;17,48;6,56;19,81;24,01;2,18;68,19;237,7;13,25;51,76;11,27;8,34;78,46;54,22;98,51;13,76;84,2;4396,76430176799;3,29056291390728;"Severo"
95,44;100;21,8;41,1;6,1;5,2;87;58,1;8,7;4,76;35,51;23,3;2,44;90,22;337,41;4,74;51,59;2,67;2,17;70,55;55,1;99,45;0,19;100;2257,05640160722;2,63736263736264;"Grave"
90,76;94,38;28,3;45,6;5,5;5;66,6;79,8;5,27;5,37;18,64;20,56;1,97;78,15;321,63;6,84;95,55;6,68;5,49;68,76;49,97;98,69;0,2;97,21;1914,59352399244;2,19435736677116;"Grave"
96,99;100;20,4;40,1;5,2;4,5;69,5;73,7;10,53;7,05;32,55;16,43;2,05;63,43;181,87;8,63;54,08;8,69;4,99;78,37;48,64;98,97;0,01;100;1620,60596570892;0,483091787439614;"Moderado"
100;100;24,9;42,6;4,7;4,2;61,4;41,7;6,1;4,94;5,87;28,72;3,03;157,4;153,41;32,82;76,04;41,61;32,16;80,67;66,34;99,15;0,09;100;4707,15055695293;1,52671755725191;"Grave"
100;100;23,9;31,6;5;4,6;76,7;45,9;0;5,32;18,31;14,42;0,83;87,89;179,88;24,7;89,53;34,23;18,34;52,17;37,36;92,91;0,01;100;2522,73897374292;1,36054421768707;"Moderado"
86,63;84,67;30,2;39,5;5,6;4,5;75,3;78,6;9,81;5,95;35,29;16;1,43;42,7;178,12;19,3;29,99;21,57;5,8;73,47;52,2;99,37;0,47;74,44;3920,31879817856;1,27500292431863;"Grave"
93,89;97,61;32,5;37,6;5,1;4,3;71,9;56,2;23,95;5,48;8,59;31,88;6,34;80,19;204,6;10,75;1;9,89;0,36;66,44;45,72;99;0,16;84,11;1317,08115183246;0;"Moderado"
87,83;97,5;32,4;32,3;5,4;4,8;80,6;83,7;6,64;9,59;25,46;36,96;4,63;68,99;217,45;18,63;72,73;5,57;4,06;70,33;50,23;98,94;0;100;2830,92643762056;2,39410681399632;"Grave"
100;100;18,6;38;5,9;5,5;55,3;51,1;0;3,3;6,57;11,32;0;50,92;165,69;17,17;0,96;16,45;0,84;59,18;44,78;99,12;0,08;100;693,756194251734;0;"Leve"
96,37;100;23,3;26;5,8;5,2;71,8;69,9;7,87;6,01;10,65;47,94;10,28;166,11;410,89;13,75;94,61;8,42;6,04;80,19;70,12;98,83;0,05;100;3623,26093484136;2,48618784530387;"Grave"
95,71;100;31,2;38,9;5,1;4,9;63,6;54;4,15;5,81;7;44,62;1,19;70,09;243,16;4,55;19,54;4,82;1,58;74,13;53,77;99,06;0,05;86,37;2178,30534158353;1,15942028985507;"Moderado"
97;100;22,4;19,8;5,7;4,6;75,9;49;27,27;6,17;15,35;29,44;3,2;67;193,88;16,22;39,59;14,56;8,07;68,13;45,46;93,43;0,05;100;1548,96298241008;2,54237288135593;"Moderado"
95,22;100;32,5;47,3;5,2;4,4;69,3;75,6;12,55;4,84;15,01;23,85;0,57;9,66;126,86;13,12;64,36;6,88;5,28;53,38;22,68;99,72;0,04;100;1593,10081141935;2,13333333333333;"Moderado"
99,15;87,31;38,9;37,2;5,6;4,8;81,9;60,9;10,91;5,14;12,6;31,8;0,49;56,07;110,73;10,66;62,3;55,01;7,7;68,74;41,92;99,24;0,1;100;1545,76731114019;2,50783699059561;"Moderado"
93,98;96,44;31,8;45,3;5,3;4,3;72,2;59,8;5,08;6,39;32,21;30,35;2,47;31,65;135,26;9,24;90,92;10,06;5,53;69,19;45,97;98,92;0,11;100;1672,38608227271;2,33766233766234;"Moderado"
100;100;36,7;45,6;5,7;5,4;46,7;40,9;10,99;4,19;2,21;35,36;3,44;292,47;88,34;41,68;71,12;66,7;40,15;93,97;82,05;99,5;0,06;100;101,856043458579;11,1111111111111;"Grave"
100;100;27,6;38,7;4,5;5;66,6;61,1;0;4,42;7,92;14,21;0;31,2;108,89;39,75;26,42;51,51;9,87;67,3;44,4;98,89;0,08;100;584,128793275395;0;"Leve"
89,1;95,31;29;40,9;5,5;5;61,6;65,8;11,76;6,52;17;26,33;1,77;64,29;398,54;8,35;73,52;4,63;3,13;77,03;57,08;97,54;0,14;93;1304,44910319124;3,27380952380952;"Grave"
100;100;24;42,9;6;5,4;68,6;52,8;0;5,22;38,43;16,97;0,9;82,07;88,28;23,66;55,95;21,18;18,69;62,75;49,28;98,99;0,38;100;1391,30434782609;0;"Moderado"
100;100;36,2;49,6;4,6;3,7;72,7;73,5;27,78;7,02;9,16;39,75;3,67;200,19;118,24;17,8;50,6;17,12;10,09;79,08;69,51;99,27;0,13;100;3403,02151686251;0;"Grave"
95,16;100;32,1;49,8;4,4;3,6;76,6;52,5;22,5;4,83;14,36;18,94;2,02;121,45;112,51;6,97;55,12;4,54;1,3;83,1;64,84;99,32;0,02;100;4316,06905710491;2,66666666666667;"Grave"
100;100;35,2;50,5;5,2;4,6;49,9;42,9;7,75;5,43;20,82;29,31;2,05;97,23;86,34;44,98;97,89;44,86;38,79;81,2;65,35;99,31;0,13;100;682,736519437091;2,04081632653061;"Moderado"
87,54;77,56;25,8;39,2;5,5;4,4;70,4;61,7;6,32;4,62;17,94;24,95;1,7;21,63;142,45;9,1;87,95;4,93;3,55;64,93;34,75;99,47;0,14;95,68;1280,17068942526;1,21527777777778;"Moderado"
82,26;80,24;36;53,9;4,5;3,7;46,3;42,6;16,57;6,47;10,1;20,62;1,59;198,63;230,52;31,71;67,83;40,21;22,72;89,48;77,77;99,04;0,21;91,85;4788,37420526794;2,27617602427921;"Grave"
87,25;93,7;34,2;48,6;5,4;4,5;76,8;63,4;20,34;6,08;12,03;38,37;10,21;62,83;384,57;9,33;86,65;7,57;6,37;68,18;43,36;99,1;0,02;100;1386,51052311772;1,59362549800797;"Moderado"
92,02;90,19;25,3;42,2;6,3;5,4;75,5;80,3;10,58;5,81;21,7;15,7;1,81;28,02;163,16;3,24;1,24;2,16;0,25;56,54;34,38;99,33;0,07;78,54;2227,94615326765;2,70042194092827;"Grave"
98,46;100;33,5;44,8;5,6;4,3;63,6;55,7;11,3;4,83;10,71;23,68;0,65;210,31;172,24;25,45;72,58;52,04;19,97;82,73;65,98;98,74;0,2;97,98;2327,56173715583;1,52439024390244;"Moderado"
98,59;100;31,7;37,5;5,4;4,1;66,4;48,6;6,21;4,38;27,92;26,1;1,77;51,55;111,34;11,8;30,82;18,41;4,96;73,16;49,18;99,62;0,18;100;2729,63604852686;1,41093474426808;"Moderado"
91,45;96,31;18,4;33,3;6,9;5,8;84,6;66,1;6,33;5,32;19,01;23,16;3,27;61,86;119,1;9,29;92,49;12,93;8,08;71,1;51,17;99,38;0,11;58,02;1054,63182897862;2,7027027027027;"Moderado"
98,22;100;29,9;40,4;5,4;4,3;83,7;69,4;0;5,44;30,26;35,16;0,26;47,24;139,79;6,41;97,09;31,11;4,87;60,17;39,23;98,16;0,06;100;544,419698094531;0;"Leve"
87,38;88,68;28,3;43,8;5,4;3,8;78,7;68,8;8,99;7,66;20,48;21,76;2,03;43,25;270,52;31,4;61,1;5,69;4,8;63,42;42,27;97,27;0,07;100;2085,9777272183;2,18140068886338;"Grave"
99,32;100;45,3;58,1;5;3,9;54,9;67,7;21,2;5,41;2,39;39,54;2,97;249,01;268,25;35,32;85,29;55,43;31,72;92,46;81,99;99,4;0,14;73,68;469,246318221195;3,07692307692308;"Moderado"
94,89;100;29,2;28;5;3,9;68,2;58,3;0;8,72;17,4;24,04;1,35;166,92;397,39;14,91;85,71;15,95;11,5;75,34;61,16;98,87;0,11;90,01;546,661460367044;2,38095238095238;"Moderado"
87,33;93,28;27,8;44,8;5,8;4,4;80,4;69;11,72;6,06;11,46;24,44;2,24;75,91;443,01;24,75;63,53;17,04;12,48;78,66;53,47;99,47;0,28;86;1434,27984641486;2,87937743190661;"Moderado"
97,38;100;32,6;64,8;4,8;4,4;35,1;37,5;7,84;3,32;4,08;24,26;0,95;57,19;243,21;14,99;15,99;21,59;10,05;78,7;53,55;98,52;1,91;60,6;1534,45109307423;2,31660231660232;"Moderado"
96,9;99,13;31;39,1;4,9;4,2;63;69,4;16,57;4,98;20,06;16,16;0,52;60,21;107,32;13,33;8,97;9,7;1,46;75,16;52,23;99,09;0,16;81,62;837,485867425987;0,5;"Leve"
95;93,83;29,3;35,6;5,3;4,3;79,2;75,4;11,43;4,87;30,5;16,78;3,13;37,05;192,51;12,87;28,07;13,09;5,67;68,45;44,81;99,38;0,21;84,31;3364,3204957946;1,39802631578947;"Grave"
94,35;100;29,5;41,1;5,3;4,2;72,3;62,7;17,79;6,69;26,19;19,21;1,93;131,19;310,17;8,38;96,63;5,67;4,94;69,38;51,9;99,03;0,39;100;1384,84337472533;4,0590405904059;"Grave"
97,15;100;30,1;36,8;4,6;3,7;66,3;39,1;11,9;4,79;8,12;36,67;3,31;29,43;116,85;17,74;67,62;32,67;11,86;61,21;27,95;99,15;0,02;88,45;853,595447490947;0;"Leve"
88,33;95,23;31,1;34,4;5,9;4,6;77;60,1;5,04;4,52;24,41;20,42;1,16;39,68;204,73;9,47;31,72;8,54;7,34;50,51;27,65;100;0,08;100;4096,84145493861;1,31950989632422;"Grave"
96,88;100;28,6;35,6;5,1;4,8;65,9;61,7;6,21;7,04;15,51;55,93;12,85;56,91;301,8;13,99;90,38;12,62;11,48;67,5;45,03;98,94;0,01;63,82;648,748841519926;2,85714285714286;"Moderado"
100;100;33;41,8;5,4;4,6;71,9;54,5;0;6,63;21,89;12,04;0,47;49,91;191,67;25,76;98,03;31,03;24,04;66,8;37,45;99,04;0,06;100;833,076211045974;0;"Leve"
93,96;98,26;23,4;39,5;5,1;4,3;65,6;61,3;12,28;4,1;15,75;19,74;1,03;94,1;137,31;18,35;52,51;32,39;11,59;83,67;63,97;99,9;0,26;82,92;3902,88593678424;1,36150234741784;"Grave"
94,76;100;22,7;36,2;5,7;4,9;72,7;61,5;0;2,77;27,9;28,18;9,08;31,99;98,49;6,6;98,39;5,55;4,89;73,49;39,39;99,58;0,14;91,62;1810,47137497961;1,5015015015015;"Moderado"
100;100;40,7;56,8;4,3;4;49,9;59,6;40,82;5,85;3,78;47,84;5,37;206,31;114,52;13,37;51,9;40,03;11,06;91,99;84,35;99,52;0,03;90,57;2720,66643034385;0,651465798045603;"Moderado"
96,71;100;18,1;15,8;6,1;5,4;69,9;48,9;45,45;6,44;39,19;27,85;3,33;83,39;81,19;21,3;99,07;21,3;18,14;68,67;49,35;98,92;0,08;100;1624,64985994398;3,44827586206897;"Grave"
99,93;100;22,3;39,5;5,7;5,2;76,5;51,4;11,63;4,03;13,1;13,36;0,17;39,77;142,74;39,84;37,34;40,71;20,7;74,23;45,45;98,99;0,15;100;1548,78925917046;3,71517027863777;"Grave"
85,77;86,5;30,5;36,4;6,1;4,7;79,9;64,6;10,8;6,16;35,38;15;1,11;57,24;131,38;4,26;21,9;1,47;0,64;67,52;44,96;99,24;0,16;99,22;2497,51015092316;1,43149284253579;"Moderado"
100;100;20,5;23,2;5,6;4,8;74,3;82;0;7,78;17,22;34,37;4,33;75,73;172,48;20,25;97,21;17,47;16,93;63,8;39,77;98,8;0;100;2151,96159576229;3,84615384615385;"Grave"
85,75;89,94;6,7;24,1;6,2;4,6;47;32,9;10,23;3,75;9,34;22,83;4,36;32,76;142,05;15,32;50,69;11,84;8,83;56,47;33,92;100;0,63;100;3261,09138402514;2,25281602002503;"Grave"
88,21;95,56;5;22,8;5,9;5;63,3;35,7;19,19;6,3;6,25;20,08;2,92;46,39;235,63;31,13;78,74;12,53;10,7;58,91;38,4;100;0,78;100;3084,34119030066;1,61498708010336;"Grave"
92,77;94,77;7,3;36;6;4,8;53,6;23,7;9,09;5,18;12,62;29,95;1,05;45,53;239,92;5,7;73,24;5,07;4,5;73,94;56,8;93,35;0,72;100;2257,21206782647;1,95121951219512;"Moderado"
100;100;7,8;38,7;5,9;4,7;48,3;34,2;0;6,33;8,76;11,07;0;99,21;234,27;4,95;97,51;1,58;1,18;71,02;59,43;100;0,82;87,21;2488,72702046479;3,83275261324042;"Grave"
93,56;95,65;12,8;35,2;5,8;5;75,2;23;6,13;3,12;32,33;10,23;0,36;60,74;76,05;3,07;94,75;2,89;2,15;69,24;56,13;100;0,04;98,04;3523,32617606871;1,66204986149584;"Grave"
99,54;100;3,9;26,6;6;4,5;45,2;17,8;7,81;4,33;0,97;25,23;4,54;36,08;162,18;48,25;98,56;23,23;21,79;73,93;42,35;54,74;1,06;100;608,623891066639;1,69491525423729;"Moderado"
100;100;10,2;13,7;5,2;4,1;52,6;17,7;0;5,27;1,88;13,73;0;100,41;179,21;17,13;98,28;8,33;7,94;59,99;46,36;100;0,82;100;1910,40843214756;3,44827586206897;"Grave"
91,71;95,52;2,4;24,1;6,1;5,3;55,1;42,4;7,49;5,49;10,25;10,84;0,36;72,72;177,42;11,1;91,89;11,86;9,96;77,93;55,04;94,73;0,01;62,01;3556,67878937311;1,21317157712305;"Grave"
100;100;4,3;25,9;5,4;4,4;64;35,9;13,25;6,24;14,98;19,81;1,66;64,56;451,53;16,52;71,78;5,11;3,06;73,51;51,02;100;0,03;100;4442,0941300899;1,42857142857143;"Grave"
97,84;100;11,2;36,4;5,4;4,9;42,3;29,1;27,62;3,37;1,79;42,39;10,94;56,28;129,09;48,13;94,05;38,84;36,45;83,64;63,9;86,67;4,25;62,76;3633,46912019478;1,93298969072165;"Grave"
95;97,89;7,5;32,5;5,4;4,3;62;37,1;11,39;5,02;14,83;29,05;3,77;79,92;182,13;18,87;81,08;15,77;13,58;78,77;57,07;100;0,42;59,79;3076,32861728689;2,02898550724638;"Grave"
81,97;91,43;12,8;30,8;5,8;4,8;50,8;31,1;24,23;7,21;16,28;23,92;0,28;67,16;346,42;12,76;39,99;11,54;10,71;67,05;46,46;100;3,08;100;4405,33116288534;4,04157043879908;"Severo"
94,64;100;11,9;34,9;5,4;4,5;34,3;11,1;15,63;3,42;3;27,53;2,52;76,7;83,66;43,65;93,52;41,19;39,67;79,24;60,75;92,51;1,86;89,62;1637,41438356164;0,326797385620915;"Moderado"
85,59;90,74;9,2;25,9;5,2;4,3;65,8;34,7;16,59;6,29;16,69;14,85;0,64;97,53;206,88;32,36;28,65;14,43;6,43;86,85;73,1;90,15;1,33;62,73;3805,15169111766;3,28246472790095;"Severo"
100;100;22,5;68,1;5;3,7;11,2;12,1;33,86;5,39;3,68;35,67;11,39;174,95;94,12;81,64;92,95;76,37;74,23;90,88;79,62;100;2,22;65,38;2944,2350188483;3,3112582781457;"Severo"
86,49;92,28;12,6;29,5;6;5,2;67,2;37,4;8,92;4,26;13,32;23,43;1,84;30,98;114,72;19,1;81,06;15,24;13,5;56,32;33,98;100;0,25;100;6325,59537224852;1,78147268408551;"Grave"
100;100;7,2;26,5;5,9;5,2;70,2;26,8;7,41;3,99;39,63;9,3;0;98,57;59,01;7,82;95,78;4,96;3,88;62,5;50,25;100;0,6;100;6587,83783783784;1,3986013986014;"Grave"
86,49;96,96;10,6;33;5,5;4,6;43,1;27,2;22,57;4,97;6,71;20,25;4,33;80,7;140,98;29,01;92,29;21,67;20,52;74,15;52,63;100;1,63;80,94;3810,30569372676;2,02788339670469;"Grave"
99,86;100;7,5;28,6;5,5;4,9;40,4;25,6;20,69;5,52;1,13;16,7;0,72;74,96;156,86;49,77;90,79;43,65;39,38;77,1;58,25;100;0,15;99,39;1272,69139700079;6,2015503875969;"Grave"
90,44;95,7;14;34,5;5,4;4,6;42,4;32,4;18,12;5,46;6,33;12,93;0,13;152,74;210,36;32,54;60,79;30,28;20,66;85,21;69,91;99,25;0,86;100;2110,34699984251;4,72636815920398;"Grave"
91,76;96,7;9,4;33,6;5,9;4,6;50,2;18,4;7,41;4,27;5,12;55,44;11,99;49,44;131,17;25,06;72,83;23,95;23,63;68,77;46,93;100;2,65;100;4387,16285421646;0,778210116731518;"Grave"
100;100;4,9;36,6;5;3,6;75;31,5;16,67;5,06;2,66;51,32;18,73;56,97;155,35;52,46;85,64;22,83;19,16;73,61;52,78;53,58;5,47;100;2565,49232158988;2,8169014084507;"Grave"
89,45;94,8;7,2;19,1;6;5,1;59,4;42;20,62;5,67;4,52;31,71;0,84;41,12;188,81;20,16;47,02;13,62;8,86;71,73;41,86;100;0,74;83,07;4830,02043470184;2,05128205128205;"Grave"
99,77;100;6,7;33,1;5,8;4,5;36,3;22,5;9,24;2,71;0,44;14,44;4,07;98,23;79,33;55,45;53,66;37,15;32,98;87,46;71,18;52,57;10,06;46,27;907,054561544205;1,52439024390244;"Moderado"
95,57;95,18;12,4;32,4;5,7;4,5;35;26,8;12,89;5,77;3,9;44,87;7,89;99,63;149,75;48,62;99,24;47,01;45,36;78,91;60,91;100;2,17;100;1976,72085089304;1,52284263959391;"Moderado"
95,41;100;7,3;24,4;5,5;4,7;48,4;37,3;11,49;3,53;1,88;17,16;1,24;142,34;145,14;37;23,4;23,06;13,53;84,65;71,53;100;2,21;90,95;3247,2600183231;2,40334378265413;"Grave"
100;100;15,2;37,6;5,9;5,8;28,7;29,9;0;3,63;2,44;16,15;0;72,53;93,15;29,7;97,39;33,3;27;80,38;62,92;98,33;0,11;100;1839,37823834197;1,40845070422535;"Moderado"
100;100;8,3;19,2;5,8;4,3;49,7;22,3;0;2,25;0,44;43,23;14,3;34,66;46,23;94,19;99,39;60,43;59,94;76,56;55,94;9,37;2,81;71,67;224,731125260849;4,76190476190476;"Grave"
71,51;78,73;8,7;29,5;5,6;4,5;68,7;41,3;11,52;5,84;37,72;12,8;0,37;31,21;211,12;5,27;27,71;2,79;1,25;71,91;45,56;99,99;0,65;51,64;4989,68003009568;3,46748174562744;"Severo"
98,72;100;5,8;23,7;5,6;4,2;60,7;25,1;10;4,61;24,56;40,87;4,84;79,03;127,47;11,56;16,02;9,82;3,85;75,12;51,26;93,51;0,06;100;1996,708721887;2,1978021978022;"Grave"
89,85;96,77;4,8;22,9;5,7;4,7;61,6;36,3;4,9;5,96;13,33;20,61;1,29;58,42;217,08;12,56;20,99;11,6;4,21;74,99;57,08;100;0,93;100;2972,66835728374;2,68562401263823;"Grave"
98,25;100;2,8;17,4;5,5;4,8;55,1;31;0;8,27;5,2;42,67;15,49;144,56;188,59;9,21;3,58;9,72;1,39;76,06;61,19;92,16;0,14;100;2519,74426476119;4,47761194029851;"Grave"
97,12;100;13,3;40,5;5,4;4,2;37,5;23,8;15,71;3,27;3,65;17,44;0,61;93,72;71,45;33,65;90,65;31,69;29,57;75,32;62,33;86,85;3,13;49,79;2408,74284439819;2,46913580246914;"Grave"
100;100;2,8;8;5,9;4,7;50,4;10,9;0;4,65;1,22;15,75;0;26,04;193,8;34,59;98,16;33,43;30,43;58,94;32,17;100;0,01;97,54;1800,23228803717;1,61290322580645;"Moderado"
100;100;24,8;48,7;5,5;4,6;16,3;12,9;6,33;2,19;2,85;19,87;1,07;134,33;54,97;70,47;98,65;69,7;68,93;79,43;60,14;100;2,87;91,84;5112,39035087719;3,75335120643432;"Severo"
92,85;97,41;16,9;37,7;5,1;4,2;20,2;10,5;28,85;7,5;2,64;43,75;4,99;138,25;173,82;49,73;63,2;50,76;40,48;82,24;62,53;98,28;0,4;100;7012,93830864429;2,94117647058824;"Grave"
91,56;96,52;7,1;33,2;6,3;5,1;58;27,7;10,6;4,41;2,36;19,27;3,05;77,82;144,74;13,6;43,99;9,35;8,06;81,5;65,47;100;1,08;87,47;2944,92753623188;1,67322834645669;"Grave"
100;100;16,3;16;4,9;3,8;52,4;15,5;0;7,18;1,62;10,75;0;67,26;140,12;26,2;23,8;21,09;5,5;59,3;32,33;94,97;0;100;2001,51057401813;7,54716981132075;"Grave"
100;100;10,6;18,4;6,1;5,5;52,5;38,8;0;2,51;7,42;21,39;1,23;54,85;39,16;11,39;94,16;9,78;5,96;71,02;55,75;96,26;0,08;100;5870,86877701855;0,475059382422803;"Grave"
100;100;5,9;23,5;6,5;5,3;59,4;28,6;37,04;3,13;3,02;22,28;0,42;86,81;78,4;20,09;99,06;15,33;12,85;60,02;59,72;95,71;0,45;100;938,086303939963;1,66666666666667;"Moderado"
99,72;100;5;32,6;5;4,5;39;29,7;29,41;7,11;1,87;11,18;0;104,46;245,25;11,54;98,84;12,66;9,93;60,53;44,77;100;1,64;88,44;2578,94736842105;4,08163265306122;"Grave"
100;100;5,8;40,6;6;4,5;55,3;29,9;11,49;4,93;3,6;29,27;4,5;80,84;102,32;14,42;87,02;9,9;8,32;77,36;57,32;94,97;1,68;100;727,187426694816;4,3010752688172;"Grave"
88,92;90,23;3,7;20,9;6,2;4,9;65,2;38,3;10,37;6,01;21,04;25,38;2,3;64,88;192,36;3,38;1,01;3,27;0,34;72,14;52,43;100;0,06;99,9;6060,15094056246;2,23048327137546;"Grave"
100;100;4,5;18,3;4,3;4,3;61,3;40,4;17,39;5,88;3,04;14,85;0,78;136,47;323,87;41,6;79,92;45,8;34,15;86,6;67,1;100;0,27;100;2763,88194097049;4,52488687782805;"Grave"
99,85;100;3,5;17,7;6,2;4,6;66,7;27,3;15,5;7,18;4,95;11,9;0;68,02;206,66;33,1;89,75;24,46;21,31;73,37;54,13;100;0,02;76,62;1367,36554238833;3,33333333333333;"Grave"
95,36;97,77;2,7;24,5;6,1;5,2;50,2;28,5;13,68;5,85;4,72;15,28;1,28;40,86;165,21;26,81;60,62;24,79;20,08;80,94;54,64;100;2,97;69,37;1677,94156745739;1,58450704225352;"Moderado"
89,9;94,6;6,9;22,4;5,8;4,7;63,6;33,6;12,16;6,13;4,5;24,45;1,5;43,58;207,87;41,42;96,13;14,81;14,07;67,09;38,28;98,26;3,3;92,78;2584,2781367053;3,79377431906615;"Grave"
100;100;12,9;43,8;6;4,7;56,4;30,5;0;1,74;1,1;38,03;7,42;26,81;120,86;33;54,64;27,24;23,28;78,78;45,01;91,09;0,44;67,34;2273,18446992557;1,47492625368732;"Moderado"
86,72;88,35;5,9;21,1;6,5;5,4;67,5;40,2;14,13;3,48;29,14;23,28;1,44;35,7;78,37;2,61;52,2;1,47;1,13;70,78;45,51;93,21;0,08;100;9591,1566284646;1,05084745762712;"Grave"
91,32;96,87;4,7;30;5,8;5;48,2;28,5;10,1;6,62;3,04;30,06;8,98;140,97;194,6;26,51;87,73;20,61;18,42;79,83;68,43;100;4,75;96,73;3818,84475148724;1,75879396984925;"Grave"
93,28;92,12;5,1;30,9;6,9;4,8;57,1;25,9;15,87;5,23;3,59;18,17;1,64;32,73;166,24;28,62;67,37;26,63;21,62;65,86;42,57;100;2,63;100;4770,00630119723;1,05680317040951;"Grave"
92,8;93,47;4,4;28,4;5,9;4,7;69,4;41,4;9,8;6,35;11,35;32,82;1,19;69,68;172,12;32,79;76,23;16,47;14,74;73,04;48,86;95;0,07;75,17;4482,96473401076;2,5;"Grave"
100;100;3,3;30,2;5,7;4,9;71,5;38,5;0;7,46;14,01;24,73;4,56;93,05;311,06;19,33;83,54;17,91;15,53;66,81;44,15;100;0,03;100;3748,93977947413;3,16742081447964;"Grave"
98,98;100;6,9;23,9;5,4;4;33,8;25,1;0;6,89;3,04;35,33;3,4;133,9;93,99;51,71;49,25;49,53;34,6;83,1;58,27;85,64;0,75;78,23;4285,48542133931;1,86915887850467;"Grave"
98,93;100;8,4;32;6;5,3;43,5;32,1;18,99;3,73;1,03;10,92;1,26;67,87;93,06;65,27;86,53;56,86;52,14;85,86;67,98;69,32;3,31;69,42;1796,44855938644;1,92307692307692;"Moderado"
100;100;46,7;19,1;4,9;4,2;6,8;25;39,6;3,01;0,85;35,5;14,69;214,78;30,44;15,09;35,46;12,51;7,68;80,35;79,09;84,52;2,38;100;2571,8194254446;2,12765957446809;"Grave"
100;100;10,5;28,3;5,6;4,4;44,5;30,2;31,91;3,94;1,67;15,41;1,45;128,06;134,73;44,91;92,22;43,87;42,05;76,5;57,8;97,87;0,86;100;2698,01199116441;2,33918128654971;"Grave"
100;100;7,2;25,4;5,8;5,1;51,5;51,3;20;6,12;2,34;15,38;0,47;39,1;215,86;17,9;89,98;13,69;11,76;63,26;31,73;100;0,49;100;5478,30923248053;3,04568527918782;"Grave"
100;100;4,5;33,3;5,5;4;47,4;22,6;0;8,1;3,95;14,53;0;65,82;362,03;23,11;82,3;21,67;17,92;57,32;31,82;100;0,19;100;2142,67049908545;3,65853658536585;"Grave"
100;100;10;24,5;5,6;4,8;63,6;28,9;13,16;5,17;1,46;17,09;0,63;30,26;111,56;30,96;85,55;24,12;23;73;49,74;100;1,27;81,25;1969,64804649661;2,86885245901639;"Grave"
88,26;92,59;1,1;18,7;6;4,9;62,2;38,5;9,57;3,36;29,36;19,28;1,49;25,97;73,97;6,15;96,87;5,5;4,72;67,3;45,86;100;0,56;87,64;6712,51202853991;1,36363636363636;"Grave"
97,86;100;3,2;28,2;5,9;4,4;51,6;39,5;7,07;4,32;22,75;48,81;13,29;60,16;131,73;12,82;5,75;13,01;4,64;73,33;45,31;88,36;0,05;86,1;2358,07860262009;3,26797385620915;"Grave"
88,55;97,54;7,3;27,5;5,2;4,5;44,6;29,7;7,38;4,8;10,69;31;2,68;26,81;180,62;16,55;73,43;9,34;8,12;64,56;42,23;99,43;0,82;95,38;3037,93788458743;2,5518341307815;"Grave"
