"perc_matricula_epf";"perc_matricula_epm";"tx_distorcao_idade_serie_epf";"tx_distorcao_idade_serie_epm";"ideb_ai_ef";"ideb_ai_em";"perc_docente_epf";"perc_docente_epm";"tx_mortalidade_infantil";"tx_mortalidade_bruta";"perc_pop_cobertura_plano_saude";"perc_internacao_falha_aps";"perc_internacao_falha_saneamento";"vl_per_capita_bolsa_familia";"vl_per_capita_beneficio_prestacao_continuada";"perc_pop_cadunico_sem_abastecimento_agua";"perc_pop_cadunico_sem_esgotamento_sanitario";"perc_pop_cadunico_sem_coleta_lixo";"perc_pop_cadunico_sem_saneamento";"perc_pop_pobre_cadunico";"perc_pop_cadunico_bolsa_familia";"perc_pop_urbana_com_abastecimento_agua";"perc_participacao_queimadas_brasil";"cobertura_ab";"incidencia";"letalidade";"label"
94,68;91,69;21,4;26,3;5,1;3,7;22;34,6;8,06;4,51;0,44;64,78;22,51;445,08;42,32;72,51;80,92;80,36;59,24;92,77;85,21;43,8;0,95;100;1372,88786482335;0,699300699300699;"Moderado"
100;100;31,3;58;4,5;3,7;19,7;29,8;41,67;6,82;0,23;54,6;16,72;225,24;26,55;11,53;58,28;98,59;9,66;93,65;85,36;100;0,32;100;2189,91204451624;0;"Moderado"
100;100;22,5;37,8;4,2;4,2;38,2;37,8;0;4,14;5,3;44,4;10,15;200,96;132,06;31,52;57,42;36,06;25,37;91,35;75,88;99,98;0,86;100;4790,06505026611;0,246913580246914;"Grave"
97,49;100;24,8;38,4;4;3,7;21,1;60,8;16,92;4,47;0,2;35,57;9,02;314,55;160,08;48,76;80,83;59,24;38,36;96,38;91,33;94,06;0,35;59,35;1564,5189453466;0,669642857142857;"Moderado"
89,31;96,77;23,5;43,9;5;4,3;59,4;69,7;14,59;6,15;9,91;19,4;5,24;159,68;167,75;16,44;25,05;24,62;11,42;91,21;78,02;100;0,46;100;2792,04624774041;3,14102564102564;"Grave"
100;100;14,9;34,9;4,9;4,3;34,5;48,6;10,78;5,24;1,56;54,8;16,1;178,81;31,32;15,48;17,48;15,55;8,67;93,66;75,6;100;0,05;100;2892,0869925054;1,58982511923688;"Grave"
100;100;22,5;46,5;4,1;3,7;4,3;42,1;17,54;5,4;0,09;58,92;29,31;492,44;85,61;25,13;98,04;86,67;24,08;96,44;88,77;99,75;0,05;100;2349,46049425687;3,7037037037037;"Grave"
92,09;97,15;21,3;34,7;4,7;3,4;14,4;41;16,85;5,25;0,52;48,66;15,63;166,41;138,12;17,15;94,83;59,14;15,42;94,76;82,95;81,6;2,27;100;3454,11445987132;0,420168067226891;"Grave"
96,9;92,49;27,1;52,6;4,4;3,9;22,2;47,5;15,66;3,84;0,79;46,61;16,21;307,29;203,79;78,51;92,44;74,02;55,86;96,48;90,71;19,1;0,4;94,66;1779,71162870062;2,20517737296261;"Grave"
91,25;94,18;27;44,6;4;3,4;6,8;42,4;12,2;2,48;0,61;46,83;2,46;311,7;175,67;68,74;83,88;63,59;50,6;96,91;93,35;20,15;0,57;100;5091,10720987953;0,832342449464923;"Grave"
100;100;22;34,6;4,3;4;25,5;36,1;12,18;3,96;0,42;32,99;9,2;274,93;271,34;69,01;77,02;69,73;53,33;95,06;88,73;23,16;0,26;80,32;1449,27536231884;1,34310134310134;"Moderado"
100;100;21,2;39,6;5;3,3;22,8;45,3;23,26;3,78;1,97;27,55;22,08;98,78;116,71;26,26;59,36;17,21;6,53;90,93;68,37;93,13;0,3;100;2329,37685459941;0;"Moderado"
85,8;94,41;18,4;40,7;4,5;3,7;19,7;53,2;12,17;5,89;1,68;33,68;6,07;288,03;155,74;23,26;84,54;50,05;18,55;96,71;91,12;100;0,16;100;2107,41624569994;0,882352941176471;"Moderado"
94,03;100;24,5;41,6;4,4;3,3;30,3;48,7;13,92;5,44;0,62;43,09;17,21;373,92;190,85;38,83;33,82;43,23;18,86;96,16;91,6;28,13;0,2;100;5204,18407331844;1,92906036092097;"Grave"
92,56;94,45;19,4;38,2;4,4;3,1;20,1;30;27,93;5,42;0,86;30,46;4,23;166,01;233,14;39,61;83,75;37,8;22,87;89,95;77,19;42,79;0,64;100;7374,12888575679;1,00876028670029;"Grave"
100;100;24,4;22,4;5,5;4,3;32,3;50;38,1;4,45;0,93;37,93;10,46;261,06;19,86;91,14;81,84;78,26;70,61;91,8;76,08;98,71;0,03;100;645,994832041344;0;"Leve"
81,04;86,1;11,8;34,6;6,1;4,6;49,2;63,3;19,48;7,07;4,07;28,79;4,29;174,15;227,04;8,68;10,58;4,96;1,27;94,13;82,93;98,45;0,06;100;5946,60903090134;4,32220039292731;"Severo"
92,18;100;29,4;36;4,4;4,1;39,1;52,9;35,29;7,71;0,36;28;8,25;303,44;103,16;59,9;90,78;48,33;46,15;89,63;77,95;90,31;0,04;100;1541,32341217114;2,58620689655172;"Moderado"
100;100;24,8;29,7;5,3;3,9;28,5;40,5;12,99;6,61;1,14;16,55;4,58;266,89;61,78;27,58;97,06;38,44;21,67;89,52;81,49;99,92;0,01;100;6386,93675072344;0,323624595469256;"Grave"
95,01;100;21,8;37;5,1;3,6;52,3;71,4;13,7;4,98;1,76;24,41;6,34;224,3;45,09;44,59;91,09;57,46;35,44;94,97;87,68;63,5;0,04;100;1414,35678749112;3,01507537688442;"Moderado"
88,67;96,26;25,3;43,9;5,3;4;52,4;63,5;14;6,7;5,78;33,47;9,01;139,68;196,93;47,42;37,33;54,64;23,27;92,18;77,66;78,68;0,15;100;4359,8233995585;1,43843498273878;"Grave"
100;100;30,6;43,2;3,4;4,2;35,1;46,9;21,98;5,26;1,05;30,56;4,91;358,51;49,23;27,86;55,97;61,08;21,42;90,72;77,89;98,72;0,24;100;1257,97972211791;4,47761194029851;"Grave"
87,44;100;33,5;41,3;4,3;3,1;31,1;60;40,15;6,41;1,91;39,34;9,79;325,42;265,87;32,87;68,78;58,98;25,65;91,76;85,47;96,99;0,31;100;2724,85856136705;1,69491525423729;"Moderado"
97,27;100;29,3;25,6;5,3;4,6;41,1;54,8;11,76;7,33;4,92;18,28;1,57;319,97;185,34;20,2;23,53;35,88;6,26;89,69;82,75;94,6;0,09;100;2318,97067624177;2,58064516129032;"Grave"
87,64;100;35,9;24,5;4,2;3,4;47,6;54,3;24,19;4,02;0,76;21,21;1,69;202,39;93,57;52,07;25,59;62,16;16,91;90,77;79,87;93,46;0,01;100;1184,95620814013;0;"Moderado"
100;100;21,6;41,3;4,7;4,8;57,7;49;48,78;8,03;3,85;19,55;6;291,99;17,19;26,02;85,96;33,2;19,67;94,99;85,85;98,07;0,43;100;7514,45086705202;0,854700854700855;"Grave"
97,88;100;32,1;41,3;4,7;3,9;27,1;54,8;0;6,78;1,29;29,55;8,28;351,65;41,05;45,3;16,73;41,31;14,45;89,48;81,76;98,92;0,04;100;1948,50382741823;3,57142857142857;"Grave"
100;100;36,3;25,4;5;3,7;24,7;58,3;50;6,01;1,46;25,86;6,97;307,1;43,01;53,72;53,76;48,52;30,48;85,82;77,06;74,54;0,05;100;987,972508591065;2,17391304347826;"Moderado"
91,05;95,95;29,3;39,6;5;2,8;28,7;59,3;5,26;5,74;0,65;21,61;5,41;425,49;127,06;51,31;32,46;47,95;29,94;93,93;86,5;98,19;0,07;100;452,055985395114;9,61538461538462;"Grave"
97,72;100;23,4;34,5;5,4;4,9;24,4;32;20;3,96;3,05;16,67;1,67;312,64;25,96;41,91;60,52;39,97;30,34;95,45;84,43;91,44;2,32;100;12087,9120879121;0,727272727272727;"Grave"
93,58;94,55;29,1;44,6;4,9;4,1;29,1;67,5;12,2;5,36;2,21;24,66;3,49;392,8;237,33;71,2;62,88;62,1;47,75;97,05;92,94;95;0,22;100;6307,92162623404;1,95205479452055;"Grave"
100;100;52,5;57;3,3;2,7;28,8;26,9;25,64;5,16;1,09;25,71;2,08;416,63;52,21;43,93;57,81;49,11;39,32;92,29;86,73;98,01;0,38;100;971,463266545234;3,125;"Moderado"
84,1;100;29,3;36,1;3,8;3,9;23,1;52,4;0;6,06;2,25;9,09;1,16;185,05;105,65;3,66;17,17;26,22;1,39;94,92;88,46;97,37;0,1;100;6425,99277978339;1,57303370786517;"Grave"
91,84;96,55;37,4;40,9;4;3,6;32;43,7;17,05;6,47;1,19;51,11;20,32;361,3;120,2;52,72;41,35;64,25;31,23;95,53;88,18;98,13;0,14;100;1657,7722266379;2,28310502283105;"Moderado"
100;100;19,3;34,7;5,3;4,6;33,3;26,5;25,64;4,57;0,66;46,53;21,62;319,67;39,31;46,79;99,23;46,83;43,35;87,06;75,93;96,43;0;100;3282,90037111048;2,60869565217391;"Grave"
97,05;100;32,4;44,4;6,1;5;39,8;55,7;49,59;7,17;1,49;22,07;2,84;334,41;50,63;30,18;37,97;39,84;21,35;90,2;80,51;98,97;0,07;100;3008,86719139185;2,64900662251656;"Grave"
84,13;100;34,1;54,7;3,7;3,6;37,8;28;57,97;7,76;3,05;14,36;1,33;321,88;44,66;22,08;19,08;61,4;12,44;92,92;83,72;96,37;0,22;100;8849,0670607796;0,835073068893528;"Grave"
92,65;100;36,3;45,5;4,8;3,7;27,3;50;0;3,15;1,79;25,91;4,24;439,24;5,51;49,85;75,45;89,95;44,08;98,34;95,88;99,19;0,01;100;1770,97403571965;0;"Moderado"
100;100;20,2;25;5,1;4,3;37,8;34,2;51,28;8,13;1,6;49;0,74;241,9;109,04;13,89;21,47;55,27;4;82,07;68,06;98,25;0,01;100;3410,11743450768;1,32450331125828;"Grave"
83,38;95,76;32,9;40,4;6,3;4,6;46,6;52,3;14,99;5,18;5,8;37,06;8,06;205,75;302,61;23,15;33,61;27,76;14,64;92,8;79,55;96,88;0,55;100;6952,36939015014;1,28055878928987;"Grave"
100;100;36,7;57,8;3,9;3,8;30;25;0;6,1;0,66;36,36;2,05;317,07;84,86;73,09;80,1;64,34;59,83;84,14;70,91;88,29;0,03;100;1524,11690873229;1,17647058823529;"Moderado"
100;100;19,8;23,5;5,3;4,2;37,7;57,8;0;6,59;1,27;12,38;0,87;253,98;90,9;39,01;17,69;53,12;12,71;92,54;80,67;98,63;0,05;100;2465,8203125;0,99009900990099;"Moderado"
100;100;45,6;56,8;3,2;3,9;20,9;37;0;7,06;0,37;47,09;27,68;524,92;11,33;64,21;27,2;63,03;26,68;93,16;91,32;97,95;0,13;100;601,62176301334;0;"Leve"
96,84;100;30;49,3;4,4;4,1;29,3;46,7;12,2;6,94;2,11;20,57;1,85;304,25;159,4;36,48;81,98;53,4;26,55;95,55;87,79;98,71;0,04;100;4027,94903411426;1,53061224489796;"Grave"
100;100;15,1;35,2;6,6;5,9;43,5;58,8;0;4,44;1,04;17,26;7,05;353,31;32,49;66,83;93,29;61,89;57,23;89,76;81,64;85,34;0,13;100;764,676862358165;1,61290322580645;"Moderado"
100;100;17,7;35,2;5,5;4,5;23;57,4;9,9;6,15;0,83;26,02;3,87;338,19;26,12;40,65;79,45;77,25;37,48;92,87;86,09;98,22;0,03;100;2248,70267153565;2,99145299145299;"Grave"
100;100;41,6;39,4;4,1;2,4;18;36,8;35,71;7,06;1,56;35,66;1,1;308,07;21,78;68,98;97,88;67,95;64,86;87,09;76,79;98,81;0,01;100;796,812749003984;2,27272727272727;"Moderado"
100;100;12;30,8;5,3;3,6;50,5;57;0;6,33;0,29;32,04;6,84;335,98;53,6;91,32;74,03;55,64;45,6;89,96;79,12;98,17;0,01;100;2858,61006504622;1,79640718562874;"Grave"
91,3;90,11;24,4;42,7;5,3;4,7;59,5;61,5;13,22;7,68;7,42;32,83;8,58;174,41;305,98;24,41;68,78;31,12;19,92;88,17;75,76;99,89;0,1;100;5420,77166789636;2,04163330664532;"Grave"
100;100;42,2;35,2;3,6;3;42,9;37,8;0;4,11;0,15;12,5;0;366,45;25,03;32,8;25,85;63,2;16,34;91,29;81,38;95,25;0,2;100;436,793422404933;5,88235294117647;"Grave"
89,44;100;41,2;35,3;4,6;4;33,4;51,6;22,39;7,68;2,76;56,21;33,07;275,19;315,4;48,84;91,91;49,82;46,35;91,08;85,72;97,88;0,17;100;2313,85915222505;2,28215767634855;"Grave"
92,38;88,3;24,9;47;5,3;4,1;29,1;59,4;11,9;5,43;2,16;23,68;5,6;328,59;90,61;44,39;88,76;62,24;33,61;93,84;84,27;81,14;0,05;100;1781,10250244902;0,5;"Moderado"
90,56;100;57,2;48,4;4,1;4,1;33,7;55,7;40,4;5,31;1,56;27,75;2,36;380,63;86,93;74,26;32,62;69,85;27,38;95,16;88,19;71,74;0,14;100;1612,45223226769;1,73410404624277;"Moderado"
100;100;36,8;71,3;4,3;2,9;32,2;60,6;0;6,24;0,09;16,05;2,9;209,38;52,64;54,24;89,93;77,02;50,68;89,7;80,13;100;0,06;100;2825,44635118738;2,45398773006135;"Grave"
100;100;29,8;40,5;4,8;3,9;52,6;25,3;24,39;5,22;0,86;12,64;1,87;312,75;41,52;59,42;83,73;64,13;48,39;89,7;77,99;88,4;0,05;100;943,396226415094;0;"Moderado"
93,86;100;16,9;38,5;7,3;5,2;50,4;55,9;12,82;7,52;2,59;40,65;16,66;256,96;256,44;53,18;88,01;50,13;43;91,18;80,54;93,8;0,09;100;1808,34621329212;2,84900284900285;"Grave"
96,44;100;41,2;51,6;4,8;4,3;52;64,6;14,35;6,15;0,65;27,73;7,19;256,2;166,21;79,23;83,13;61,12;52,61;95,14;82,49;62,83;0,18;100;2553,2226205282;2,57879656160458;"Grave"
100;100;30,2;50;4,9;4;48,2;55,7;0;9,98;1,27;35,86;8,43;338,4;67,61;19,25;63,68;42,9;12,93;90,91;84,06;98,73;0,02;100;1932,66832917706;4,3010752688172;"Grave"
100;100;27,1;48;4,7;4,4;64,4;52,9;41,67;6,07;1,64;22,16;5,74;285,56;29,36;57,14;53,65;70,59;39,51;83,73;68,15;98,6;0,04;86,1;3162,15532506957;1,6;"Grave"
90,13;100;26,2;34,6;4,2;3,5;27,8;39,5;12,35;5,65;3,61;24,21;5,65;345,88;53,98;8,38;8,87;30,11;2,58;87,39;79,19;50,63;0,08;100;925,925925925926;3,38983050847458;"Grave"
97,94;100;18,3;42,9;5,7;3,9;36,3;47,9;9,8;4,91;0,53;38,82;2,21;294,98;8,86;42,37;48,44;49,98;27,42;88,89;80,26;98,88;0,11;100;809,447983014862;1,63934426229508;"Moderado"
100;100;35,9;42,5;4,6;3,9;15,9;36,7;12,99;6,56;2,31;17,65;1,41;334,37;29,27;52,14;67,86;53,77;38,53;90,12;78,28;94,71;0,01;100;423,190859077444;5;"Grave"
100;100;45,3;53,6;5,5;3,4;29,9;44,5;40,82;7,16;0,5;39,86;4,63;434,9;80,91;54,58;78,59;55,36;46,69;94,69;87,81;96,43;0,02;100;802,951388888889;2,7027027027027;"Moderado"
83,93;94,32;47,5;50,5;3,5;3;21,9;48,7;8,89;5,15;2,05;35,2;9,37;193,54;379,03;49,97;91,4;47,36;45,06;90,83;77,05;96,86;0,62;100;2316,35184125167;0,658978583196046;"Moderado"
100;100;40,3;47,8;3,1;3,1;37,8;54,8;20,62;3,56;0,88;27,78;3,25;295,46;52,36;39,16;48,85;34,15;29,98;92,54;82,93;71,27;0,34;100;380,181506009321;3,2258064516129;"Moderado"
90,65;100;45,8;53;4,2;3,7;38,1;41,3;6,21;4,29;1,58;41,94;7,11;369,44;213,36;11,7;15,36;19,25;8,16;92,68;81,5;98;0,48;100;1355,70077050619;3,59712230215827;"Grave"
82,3;100;39,1;51,1;3,5;3,4;55,9;48,6;16,13;6,17;1,15;47,62;15,16;251,32;279,94;45,6;35,98;48,68;29,47;87,31;77,26;97,81;0,08;100;1903,48525469169;0,938967136150235;"Moderado"
100;100;32;39,4;4,5;3,6;21,3;28,2;27,4;4,38;0,46;56,64;6,36;332,08;15,69;70,13;97,81;64,63;62,52;93,47;82,64;63,82;0,03;100;1256,90344696248;0;"Moderado"
89,33;100;31,3;43,7;5,1;4;49,7;67,1;15,15;8,75;5,98;14,47;1,13;293,08;99,68;19,43;26,36;24,49;12,36;90,37;82,01;97,22;0,1;100;8848,84148584038;0,332502078137988;"Grave"
94,53;100;37,6;36;3,6;3;24,9;59,8;10,42;4,21;2,87;34,51;2,22;402,77;144,4;64,37;78,24;62,42;56,85;95,63;89,74;96,49;0,02;100;1928,65429234339;0,75187969924812;"Moderado"
84,83;100;27,6;40,2;5;3,7;57,6;72,9;0;5,6;1,86;21,01;4,96;204,96;27,28;23,69;35,48;9,91;4,92;84,14;68,75;98,43;0,02;100;1487,48159057437;2,97029702970297;"Moderado"
100;100;16,9;45,1;7,1;5,9;46,5;47,3;16,95;7,93;0,75;8,33;1,35;351,75;88,09;60,94;56,49;66,97;38,39;92,33;82,87;97,82;0,01;100;373,221366923256;0;"Leve"
84,44;100;41,5;63;3,8;4,3;34,2;65,9;19,35;7,02;2,54;36,38;17,46;242,57;216,58;34,05;18,64;33,94;13,8;86,59;74,72;97,79;0,16;100;3281,65195021901;2,96610169491525;"Grave"
91,09;100;28,2;41,5;4,4;3,2;40;29;0;5,38;5,23;16,35;7,14;255,6;59,71;19,56;98,36;27,88;17,34;88,98;76,79;98,61;0,09;100;1096,40049648324;3,77358490566038;"Grave"
87,63;96,2;37,1;50,5;4,1;3,8;33,5;66,2;12,33;6,12;2,04;29,54;5,88;294,68;192,92;32,02;51,99;41,11;26,89;94,99;89;98,81;0,16;100;2773,93930088541;2,67527675276753;"Grave"
100;100;37,5;24;4,5;3,2;18,1;48,6;16,13;7,28;2;18,52;2,3;320,31;56,26;46,1;29,83;41,9;21,34;89,52;81,91;98,4;0,12;100;865,012519918051;5,26315789473684;"Grave"
65,77;85,48;20,7;34,8;5,5;4,7;59;55,4;16,34;7,33;10,76;20,52;7,74;81,49;267,12;25,61;22,79;25,84;15,3;87,26;64,35;98,16;0,92;100;5631,77262629517;1,56579343571213;"Grave"
100;100;33,7;46,6;4,6;4,1;33,8;77,1;17,24;6,08;0,87;35,27;12,31;213,68;37,36;36,02;86,61;31,02;25,11;81,61;68,9;98,24;0,04;100;721,884498480243;0;"Leve"
100;100;31;40,1;5,2;4,1;28;49,4;0;7,93;0,7;12,8;1,6;285,85;27,77;22,76;71,81;54,88;19,87;87,13;75,51;98,5;0,08;100;1679,10447761194;1,38888888888889;"Moderado"
85,62;100;31,4;35,2;5,6;4,5;30,3;53,3;10,31;5,9;1,23;19,13;4,32;184,51;101,72;66,62;97,14;49,39;45,71;85,55;73,18;98,09;0,04;100;863,010705702425;0;"Leve"
87,02;100;19,3;39,8;5,8;4,7;42,1;49,2;16,81;6,3;2,81;31,99;6,6;271,94;80,64;42,05;55,88;41,22;34,73;97,9;91,99;98,15;0,05;100;1478,30650804759;0,591715976331361;"Moderado"
100;100;40;47,2;4,3;3,6;53,3;51,7;22,73;9,53;1,12;25,51;6,31;335,93;34,72;32,45;86,42;49,46;19,16;90,18;77,79;100;0,01;100;2410,31390134529;1,55038759689922;"Moderado"
94,12;100;50,5;54,1;3,5;4;34,7;35;24,51;4,66;1,32;27,43;4,35;276,02;199,35;71,94;70,67;48,48;40,2;89,68;85,15;67,64;0,63;100;1786,73256034974;0,531914893617021;"Moderado"
87,14;100;27,3;65,2;4,5;4,2;35,4;58,2;15,79;6,19;8,85;46,55;18,7;148,86;215,49;19,64;82,52;10,15;6,71;91,58;81,68;68,15;0,77;100;1354,62022254475;0,714285714285714;"Moderado"
100;100;36,7;52,2;4,3;3;22,8;39,4;11,9;4,23;0,38;27,34;2,03;451,51;94,58;52,54;48,81;69,04;37,91;95,94;88,96;96,77;0,22;100;311,873468478503;0;"Leve"
100;100;17;32,9;4,5;3,8;49,4;47,7;0;5,5;2,23;19,75;5;232,25;39,33;13,16;12,79;15,65;3,18;96,07;87,43;97,83;0,07;100;8280,92243186583;0,949367088607595;"Grave"
98,73;100;30,9;52,4;4,2;3,4;45,3;50;18,29;8,2;0,98;25,4;4,88;234,74;80,01;16,28;72,47;32,28;8,89;93,96;82,08;92,77;0,01;100;2805,35174794994;1,53846153846154;"Moderado"
87,31;95,34;12,6;33,8;5,5;4,6;38;49,5;10,87;6,11;2,05;30,86;7,3;206,06;113,13;44,14;20,84;48,48;16,04;93,31;81,41;98,28;0,05;100;1931,62960504481;1,71821305841924;"Moderado"
95,79;100;12;29,5;5,3;4,3;42,5;50,7;0;5,29;1,48;24,36;8,45;177,71;53,16;15,86;60,02;38,14;12,66;82,38;72,09;96,21;0,02;100;2052,02611669603;2,52525252525253;"Grave"
100;100;29;45;4,6;4;35,5;47,5;16,13;6,29;1,23;21,08;1,98;324,44;70,66;60,13;59,53;58,46;51,37;95,59;90,25;98,43;0,01;100;1435,69055529188;0,826446280991736;"Moderado"
99;100;30,2;37;4,9;3,5;31,1;47,1;16,95;7,58;0,9;29,79;12,02;196,47;62,24;78,14;98,87;78,98;74,05;92,68;79,96;96,48;0,03;100;1419,3775897029;2,48447204968944;"Moderado"
92,35;100;33,4;33,2;4,4;3,6;24,9;45,9;0;6,09;1,05;34,33;10,07;219,46;248,87;45,58;24,09;43,73;21,82;88,46;75,62;96,76;0,31;100;322,729368372522;8,57142857142857;"Grave"
100;100;36,3;33,8;4,5;3,3;22;53,8;36,36;4,77;0,18;29,95;6,41;278,58;25,84;71,51;83,61;71,03;61,58;95,49;88,7;96,54;0,06;100;300,565770862801;0;"Leve"
89,89;100;44,5;41,8;3,7;3,5;42,9;42,3;11,03;5,16;2,65;70,88;44,02;322,69;137,52;63,25;89,48;56,23;52,52;94,29;87,29;98,78;0,03;100;1469,49206687254;3,26086956521739;"Grave"
100;100;30,2;40;4,1;3,4;31,2;41,9;18,52;4,74;0,43;21,59;1,49;377,57;43,03;15,62;36,17;68,83;7,35;94,25;85,91;96,38;0,29;100;1534,98871331828;1,47058823529412;"Moderado"
94,92;100;40,5;27,1;3,8;3,6;25,7;44,4;15,15;9,35;1,55;22,95;3,81;375,11;55,97;51,27;75,55;78,05;41,61;93,91;87,9;98,34;1,34;100;2623,17518248175;1,73913043478261;"Moderado"
100;100;33,9;75,8;4,1;4,9;27,8;15,9;27,78;4,73;0,3;24,58;5,51;277,65;33,31;82,46;86,89;78,21;65,85;95,8;85,37;100;0,04;100;1283,35021952043;0;"Moderado"
100;100;27,6;29,1;5,3;4,2;41,3;54,4;4,5;5,88;0,77;38,26;14,09;377,68;29,51;70,52;83,82;71,16;61,12;96,56;90,33;97,31;0,17;100;5459,18006089358;1,16731517509728;"Grave"
85,76;92,54;30,2;47;4,2;3,4;28,5;45,1;19,45;6,12;3,87;30,72;8,28;268,34;115,39;37,63;37,92;60,13;24,01;93,02;79,76;98,83;0,13;100;3525,29182879377;1,47167034584253;"Grave"
100;100;31,4;44,6;5,8;4,9;47,3;60,7;0;5,56;0,63;26,27;10,55;281,13;34,8;36,83;47,88;74,32;27,94;90,45;77,39;98,09;0,03;100;2930,81061027639;0,632911392405063;"Grave"
100;100;33,8;58,2;3,7;3,4;29,7;42,4;10,42;4,16;0,18;37,5;8,31;349,82;10,43;34,5;34,75;57,85;25,9;89,61;76,73;97,6;0,06;100;307,191904589808;17,6470588235294;"Grave"
100;100;50,5;62;3,1;2,8;25,9;42,2;0;3,2;0,19;28,26;4,93;363,48;93,23;59,65;94,17;70,13;52,47;92,28;83,11;95,32;0,03;100;512,49199231262;4,16666666666667;"Grave"
100;100;23,5;38,2;6,1;5;64,9;30;32,26;6,08;1,32;23,49;3,53;233,73;36,87;1,5;17,27;11,2;1,09;85,53;73,76;96,1;0,06;100;5579,3991416309;1,92307692307692;"Grave"
100;100;34,8;55,1;4,1;4,2;36,5;34,3;17,24;5,84;0,68;18,15;1,68;344,26;20,42;73,32;72,19;89,65;57,41;94,62;87,42;97,52;0,02;100;2668,25491363907;2,23214285714286;"Grave"
100;100;36,5;63,5;4;4,3;23,8;36,4;0;2,75;2,23;9,7;2,54;354,67;12,64;38,75;43,09;53,56;29,84;87,27;73,68;99,77;0,07;100;7932,93293293293;0,630914826498423;"Grave"
80,88;100;38,8;25,2;5,2;5,1;44,4;35,4;37,97;6,33;2,17;18,13;3,14;337,35;73,96;24,8;33,93;30,76;11,23;86,63;79,78;97,9;0,55;100;766,72417097949;10;"Grave"
99,87;100;36,8;53,7;4,1;3,6;36,3;51,1;31,78;6,01;1,35;23,92;5,06;211,82;183,42;58,18;89,04;54,4;49,12;94,95;85,44;97,83;0,16;100;1268,7969924812;3,7037037037037;"Grave"
91,85;100;42,3;38,6;3,8;3,2;38,4;44,5;5,06;6,5;1,79;32,3;13,68;348,39;170,24;45,78;49,43;48,33;31,02;96,01;88,36;98,57;0,13;100;6406,98508890838;1,80460485376478;"Grave"
100;100;28,5;44,1;5,3;4,4;37,1;50;13,7;5,13;1,8;26,49;3,54;190,25;19,19;19,5;22,33;48,38;12,21;89,07;72,71;98,95;1,02;100;2563,61564755032;4,44444444444444;"Grave"
95,67;100;28,1;36,1;4;3,5;45,1;34,7;42,86;6,25;1,7;12,77;1,81;217,24;31,29;7,11;7,22;6,09;2,3;89,68;81,15;97,77;0,48;100;1831,17463153193;1,21951219512195;"Moderado"
94,55;100;28,9;48,2;4,1;3,6;34,1;32,5;11,76;6,04;1,1;13,24;3,76;367,54;38,4;48,39;52,87;58,41;33,99;96,53;90,99;97,46;0,03;100;3308,85770052979;1,68539325842697;"Grave"
94,57;100;43,6;59,5;3,6;3,1;17,8;59,6;21,4;5,84;1,57;39,07;15,76;366,13;119,15;55,85;86,67;79,3;51,09;97,42;93,06;95,15;0,12;100;3258,15291035563;1,38632162661738;"Grave"
100;100;32,6;38,7;5,8;4,5;45,9;64,4;38,46;7,21;1,85;8,1;0,64;304,28;68,12;23,13;16,51;51,06;8,82;90,18;82,2;97,42;0,2;100;6081,27581900279;1,73775671406003;"Grave"
100;100;29,7;47,5;4,6;5,1;58,8;52,5;12,05;7,22;0,47;55,28;26,45;272,38;108,34;65,9;89,08;48,06;44,5;90,76;75,66;97,55;0,08;100;2217,55675108253;1,18343195266272;"Moderado"
93,99;100;41;75,3;3,7;4;18;24,8;9,9;4,79;1,19;27,33;2,71;355,3;17,21;47,9;42,22;68,88;29,18;94,77;88,29;95,95;0,41;100;3321,20980091884;1,44092219020173;"Grave"
100;100;32;54,5;4,9;4,3;39,7;41,7;24,19;3,44;0,3;29,68;5,23;304,69;11,88;25,98;43,9;62,86;19,57;91;84,22;99,96;0,12;100;5954,51825254339;0,50251256281407;"Grave"
100;100;37,3;54,6;4,3;2,6;35;28,9;8,4;4,89;0,61;11,76;1,49;184,42;16,18;57,26;54,11;82,17;41,26;97,16;88,05;93,43;0,1;100;878,070467933756;5,06329113924051;"Grave"
100;100;19,4;33,6;4,5;4,1;26,5;40;12,2;8,44;0,91;14,22;2,73;328,13;64,42;61,88;44,64;63,01;36,76;94,14;87,9;98,18;0,09;100;1272,2998202185;3,26086956521739;"Grave"
99,39;100;42;51,3;3,6;3,4;12,1;30,9;14,18;4,91;0,48;13,06;1,67;372,65;28,28;59,65;81,15;82,1;53,51;97,71;93,45;70,46;0,04;100;6329,70632970633;1,47874306839187;"Grave"
100;100;40,9;29,1;4,2;3,8;27,5;63,8;0;8,82;2,26;19,41;6,01;229,97;55,8;28,03;46,19;48,33;14,88;92,19;80,98;97,27;0,03;100;1824,93040519641;3,38983050847458;"Grave"
91,36;97,01;26,5;36,1;7,1;5,5;39,2;63,2;15,9;5,87;4,35;39,68;1,62;184,86;287,04;64,18;31,22;51,26;27,13;90,28;79,49;94,71;0,11;100;4567,41326306544;0,901442307692308;"Grave"
91,05;100;25,3;35,8;5,3;4,5;48,5;36,6;11,11;8,43;1,86;34,16;15,22;341,99;128,51;59,77;93,98;60,41;52,6;90,88;84,41;98,2;0,01;100;2323,17253625333;2,54777070063694;"Grave"
