IBGE;População;Cobertura AB
431265;17484;100,00
431267;1689;100,00
431270;11760;88,01
431275;3586;96,21
431280;4690;73,56
431290;9824;70,24
431295;1798;100,00
431300;3321;100,00
431301;2710;100,00
431303;5292;100,00
431306;21317;48,55
431308;2548;0,00
431310;6508;100,00
431320;21156;100,00
431330;26849;79,67
431333;2268;100,00
431335;3661;92,60
431337;28670;91,56
431349;4154;100,00
431339;4169;100,00
431340;246452;98,99
431342;3394;100,00
431344;2223;100,00
431346;1727;100,00
431350;45557;68,16
431360;3880;100,00
431365;11306;91,54
431370;33481;92,74
431380;7058;100,00
431390;43170;95,90
431395;9269;100,00
431400;7585;90,97
431402;7599;100,00
431403;3812;90,50
431405;57660;70,24
431406;5656;100,00
431407;6493;100,00
431410;201767;42,61
431413;2287;100,00
431415;8459;100,00
431417;2010;100,00
431420;7755;88,97
431430;3893;100,00
431440;341648;84,64
431442;5696;100,00
431445;2577;100,00
431446;1965;100,00
431447;4372;100,00
431449;4842;71,25
431450;12351;100,00
431454;2968;98,80
431455;2357;100,00
431460;20621;66,92
431470;10152;100,00
431475;2094;0,00
431477;3908;100,00
431478;1572;100,00
431480;36510;38,29
431490;1479101;70,06
431500;4765;100,00
431505;2397;100,00
431507;1415;100,00
431510;10301;100,00
431513;1668;100,00
431514;2863;0,00
431515;6249;100,00
431517;1957;100,00
431520;3951;100,00
431530;22771;90,91
431531;1846;100,00
431532;2786;100,00
431535;3789;91,05
431540;11527;100,00
431545;2101;100,00
431550;15836;84,30
431555;2849;100,00
431560;210005;71,69
431570;38284;64,10
431575;4629;100,00
431580;11300;87,61
431590;5867;100,00
431595;2352;100,00
431600;21199;100,00
431610;10583;97,80
431620;5182;100,00
431630;6899;100,00
431640;39535;59,34
431642;2613;100,00
431643;2679;100,00
431645;12416;100,00
431647;2732;100,00
431650;7705;89,55
431660;16211;85,13
431710;77763;76,19
431670;8099;42,60
431673;1644;100,00
431675;6522;100,00
431680;129427;78,23
431697;2545;100,00
431690;280505;46,11
431695;6315;100,00
431720;72919;80,43
431725;1734;100,00
431730;29877;100,00
431700;8130;84,87
431740;49493;76,68
431750;77620;75,87
431760;42648;85,54
431770;10305;100,00
431755;2134;100,00
431775;2020;100,00
431780;13923;100,00
431790;14300;100,00
431795;2343;100,00
431800;60557;96,01
431805;3065;100,00
431810;18471;100,00
431820;21633;79,74
431830;62061;100,00
431840;24078;42,99
431842;4674;100,00
431843;2561;100,00
431844;2757;100,00
431845;2562;100,00
431846;2000;100,00
431848;4739;72,80
431849;2091;99,00
431850;27410;100,00
431860;6945;99,35
431861;2378;100,00
431862;3509;100,00
431870;234947;39,49
431880;43625;100,00
431890;33668;100,00
431900;21449;76,23
431910;5474;100,00
431912;3238;100,00
431915;7663;100,00
431920;5325;100,00
431930;5863;100,00
431935;3758;91,80
431936;2000;100,00
431937;2946;100,00
431940;16250;63,69
431950;25467;81,28
431960;23690;87,38
431970;3341;100,00
431971;2239;100,00
431973;2724;100,00
431975;2219;100,00
431980;8710;79,22
431990;81198;44,52
432000;140311;96,21
432010;24205;69,53
432020;10788;100,00
432023;2924;100,00
432026;7399;93,26
432030;5093;67,74
432032;2788;100,00
432035;5553;62,13
432040;17198;100,00
432045;2000;100,00
432050;5519;100,00
432055;6433;100,00
432057;1990;100,00
432060;3685;93,62
432065;2394;100,00
432067;10183;100,00
432070;14927;100,00
432080;30967;100,00
432085;4667;100,00
432090;23651;85,62
432100;10593;100,00
432110;17266;79,93
432120;57292;93,21
432130;26838;70,53
432132;3068;100,00
432135;5479;62,97
432140;13538;100,00
432143;11088;62,23
432145;32676;93,28
432146;3004;100,00
432147;5796;100,00
432149;2827;100,00
432150;38386;69,79
432160;50760;57,62
432162;2339;0,00
432163;2693;100,00
432166;10989;100,00
432170;27837;53,35
432180;23938;100,00
432183;2725;100,00
432185;4291;100,00
432190;23963;100,00
432195;5813;100,00
432200;29207;94,50
432210;5713;100,00
432215;4560;100,00
432218;1486;100,00
432220;23824;43,44
432225;4767;72,37
432230;7980;100,00
432232;3455;100,00
432234;2049;100,00
432235;1192;100,00
432237;2354;100,00
432240;127079;66,29
432250;65846;92,31
432253;11732;100,00
432254;5842;100,00
432252;3479;99,17
432255;2104;100,00
432260;71117;74,67
432270;26618;74,61
432280;25936;83,28
432285;1835;100,00
432290;4825;100,00
432300;254101;28,39
432310;4745;100,00
432320;2904;100,00
432330;3374;86,91
432335;2102;100,00
432340;4353;100,00
432345;4283;0,00
432350;2766;100,00
432360;1565;100,00
432370;2847;100,00
432375;3177;100,00
432377;2998;100,00
432380;16025;100,00
420005;2577;100,00
420010;17847;100,00
420020;10711;100,00
420030;5385;100,00
420040;7138;100,00
420050;6455;100,00
420055;2378;100,00
420060;6378;100,00
420070;9984;100,00
420075;1948;100,00
420080;5721;100,00
420090;4860;100,00
420100;7313;100,00
420110;3236;100,00
420120;8411;100,00
420125;10636;100,00
420127;4266;100,00
420130;36710;84,58
420140;67578;81,02
420150;8587;80,35
420160;3551;97,16
420165;2246;100,00
420170;7889;87,46
420180;3226;100,00
420190;5676;100,00
420195;12705;81,46
420205;10550;98,10
420200;138732;68,87
420207;10692;96,80
421280;22511;100,00
422000;12570;100,00
420208;2708;100,00
420209;1704;100,00
420210;28463;100,00
420213;6311;100,00
420215;2703;100,00
420220;11526;100,00
420230;67458;100,00
420240;352460;98,18
420243;3460;99,71
420250;4712;100,00
420253;2961;100,00
420257;2146;100,00
420260;9870;100,00
420245;19193;100,00
420270;5169;100,00
420280;33016;94,05
420285;3718;100,00
420287;2473;100,00
420290;131703;85,76
420300;77863;77,64
420310;6167;100,00
420315;3357;100,00
420320;80834;89,18
420330;11974;100,00
420340;7081;100,00
420350;8636;100,00
420360;35930;89,84
420370;12080;100,00
420380;54319;69,87
420325;2556;100,00
420390;22658;92,02
420395;24559;100,00
420400;10735;96,41
420410;3735;100,00
420415;2738;100,00
420417;3181;100,00
420419;2969;100,00
420420;216654;96,93
420425;16544;100,00
420430;74106;95,86
420435;4385;100,00
420440;10022;100,00
420445;2544;100,00
420455;13040;100,00
420450;15709;87,85
420460;213023;73,39
420470;11053;100,00
420475;1957;100,00
420480;39595;77,28
420490;8308;100,00
420500;15450;100,00
420510;4105;100,00
420515;4013;85,97
420517;3189;100,00
420519;2066;100,00
420520;4407;100,00
420530;10686;100,00
420535;1586;100,00
420540;492977;100,00
420543;2525;100,00
420545;26368;100,00
420550;36299;99,59
420555;2077;0,00
420560;2956;100,00
420570;22568;100,00
420580;17800;100,00
420590;68465;90,70
420600;14333;100,00
420610;6542;100,00
420620;11423;100,00
420630;23272;74,12
420640;10154;100,00
420650;43822;82,49
420660;5141;100,00
420665;4710;100,00
420670;22495;100,00
420675;1959;100,00
420680;3227;100,00
420690;18802;100,00
420700;55581;100,00
420710;14005;100,00
420720;10326;100,00
420730;44412;100,00
420740;6153;100,00
420750;67923;96,51
420757;2927;100,00
420760;4486;100,00
420765;8945;100,00
420768;7448;92,64
420770;7565;100,00
420775;4015;100,00
420780;10339;100,00
420785;1952;100,00
420790;11155;100,00
420800;6209;100,00
420810;21556;100,00
420820;215895;100,00
420830;63250;94,77
420840;16736;100,00
420845;19963;100,00
420850;24812;100,00
420860;3955;100,00
420870;10457;98,98
420880;19755;100,00
420890;174158;63,56
420895;1595;100,00
420900;29827;100,00
420910;583144;86,54
420915;4985;100,00
420917;2110;100,00
420920;2245;100,00
420930;157743;79,46
420940;45500;98,57
420945;1437;100,00
420950;6875;100,00
420960;15174;100,00
420970;12099;100,00
420980;3083;100,00
420985;4580;75,33
420990;11942;100,00
421000;12609;100,00
421003;5686;100,00
421005;1784;100,00
421010;56017;100,00
421020;3430;100,00
421030;8048;100,00
421040;7207;47,87
421050;25403;95,07
421055;1846;100,00
421060;16704;100,00
421070;2560;100,00
421080;7028;100,00
421085;2336;100,00
421090;4200;100,00
421100;11592;100,00
421105;9824;100,00
421110;8280;100,00
421120;17642;100,00
421125;2898;100,00
421130;79285;73,22
421140;4945;100,00
421145;4333;100,00
421150;14312;100,00
421160;14987;100,00
421165;2481;100,00
421170;22785;100,00
421175;18510;100,00
421180;7317;88,15
421185;2227;100,00
421187;1537;100,00
421189;2363;100,00
421190;168259;82,11
421200;7475;100,00
421205;2603;100,00
421210;16182;100,00
421220;19218;100,00
421223;3515;100,00
421225;8594;100,00
421227;4186;100,00
421230;7418;100,00
421240;4000;100,00
421250;31764;100,00
421260;2814;100,00
421265;10022;100,00
421270;5971;100,00
421290;19906;100,00
421300;3513;100,00
421310;3965;100,00
421315;2850;100,00
421320;32874;100,00
421330;4714;100,00
421335;3408;100,00
421340;11552;100,00
421350;20834;100,00
421360;35250;88,09
421370;17189;100,00
421380;7326;94,19
421390;1590;100,00
421400;17215;100,00
421410;2290;100,00
421415;2911;100,00
421420;9946;100,00
421430;2868;100,00
421440;6208;100,00
421450;5979;100,00
421460;7456;100,00
421480;70100;92,91
421470;11542;85,19
421490;4601;100,00
421500;42106;100,00
421505;2482;100,00
421507;4636;100,00
421510;11502;100,00
421520;4890;100,00
421530;7626;100,00
421535;3808;90,60
421540;4680;100,00
421545;12446;100,00
421550;16741;61,82
421555;2247;100,00
421560;2137;100,00
421565;8338;100,00
421567;8801;100,00
421568;2484;100,00
421569;1286;0,00
421570;22905;100,00
421580;83576;62,10
421575;2386;100,00
421590;2862;100,00
421600;11191;100,00
421605;5499;100,00
421610;9457;100,00
421620;51677;80,11
421630;36244;95,19
421635;3707;100,00
421625;6359;100,00
421640;7280;100,00
421650;26763;100,00
421660;242927;80,95
421670;13838;100,00
421680;8421;100,00
421690;23857;100,00
421700;13165;100,00
421710;3189;100,00
421715;1833;100,00
421720;40090;94,66
421725;5709;100,00
421730;9679;100,00
421740;20728;100,00
421750;17506;100,00
421755;3270;100,00
421760;13920;100,00
421770;30010;100,00
421775;2500;100,00
421780;18302;100,00
421790;8691;100,00
421795;1646;100,00
421800;37645;100,00
421810;5354;0,00
421820;43484;100,00
421825;7812;100,00
421830;19183;100,00
421835;3891;100,00
421840;7070;100,00
421850;7687;89,76
421860;7284;94,73
421870;104937;100,00
421875;4561;100,00
421880;12806;100,00
421885;2517;100,00
421890;11195;100,00
421895;2472;100,00
421900;21190;100,00
421910;3575;100,00
421915;2522;100,00
421917;4534;100,00
421920;6347;100,00
421930;52510;65,70
421935;5014;100,00
421940;3932;100,00
421950;50309;98,99
421960;3963;100,00
421970;28424;100,00
421985;3328;100,00
280010;2368;100,00
280020;21443;100,00
280030;648939;80,63
280040;10168;100,00
280050;18396;100,00
280060;29873;100,00
280067;26731;100,00
280070;8264;100,00
280100;17997;100,00
280110;4011;100,00
280120;29430;100,00
280130;33904;100,00
280140;21724;100,00
280150;16324;84,54
280160;5880;100,00
280170;18190;100,00
280190;3977;100,00
280200;5059;100,00
280210;68804;95,27
280220;5567;100,00
280230;15283;100,00
280240;11606;89,18
280250;3307;100,00
280260;5811;100,00
280270;8519;100,00
280280;17761;100,00
280290;94696;83,67
280300;41684;99,32
280310;4921;100,00
280320;33994;100,00
280330;18576;100,00
280340;13085;100,00
280350;103576;80,55
280360;29567;100,00
280370;6877;100,00
280380;3665;100,00
280390;12581;100,00
280400;17153;100,00
280410;11322;100,00
280420;15120;100,00
280430;7610;100,00
280440;18735;100,00
280445;8783;100,00
280450;36514;100,00
280460;26460;100,00
280470;6470;100,00
280480;181503;100,00
280490;14347;100,00
280500;3236;100,00
280510;9538;100,00
280520;6523;100,00
280530;9199;100,00
280540;34412;90,23
280550;23586;73,14
280560;28497;100,00
280570;29559;100,00
280580;19800;100,00
280590;10140;100,00
280600;18528;100,00
280610;10697;96,76
280620;19970;100,00
280630;13947;100,00
280650;3904;100,00
280640;7714;89,45
280660;12051;100,00
280670;89027;97,49
280680;11065;93,54
280690;3987;100,00
280700;3913;100,00
280710;40486;68,17
280720;8813;100,00
280730;3204;100,00
280740;51843;93,17
280750;13061;100,00
280760;25033;94,68
350010;35023;100,00
350020;3571;100,00
350030;35954;63,25
350040;8137;100,00
350050;18599;100,00
350055;6040;100,00
350060;3380;0,00
350070;37023;100,00
350075;5918;49,55
350080;4147;100,00
350090;4134;100,00
350100;16164;82,59
350110;4110;100,00
350115;18484;30,84
350120;3712;92,94
350130;24830;100,00
350140;5179;100,00
350150;3206;100,00
350160;237112;28,32
350170;39962;37,16
350180;5956;100,00
350190;71700;100,00
350200;4933;0,00
350210;57112;87,72
350220;24969;57,43
350230;6627;100,00
350240;4085;100,00
350250;36129;76,23
350260;4234;100,00
350270;24526;100,00
350275;21854;65,62
350280;195874;81,40
350290;33499;61,79
350300;5585;100,00
350310;6348;47,26
350315;2478;100,00
350320;233744;75,43
350330;132934;53,17
350335;1811;100,00
350340;8505;81,13
350350;3876;100,00
350360;11099;93,25
350370;9573;100,00
350380;53450;91,21
350390;88455;62,98
350395;1825;100,00
350400;103666;59,21
350410;141398;48,59
350420;15123;88,28
350430;5369;100,00
350440;13433;77,05
350450;90063;54,33
350460;17236;100,00
350470;5532;100,00
350480;8994;100,00
350490;10896;100,00
350500;3441;100,00
350510;7335;100,00
350520;34961;39,47
350530;36127;24,75
350535;5688;100,00
350540;7687;100,00
350550;121344;60,13
350560;32434;100,00
350570;271306;69,94
350580;20954;100,00
350590;62024;67,72
350600;374272;38,03
350610;77436;71,28
350620;2955;0,00
350630;11137;92,93
350635;61736;21,62
350640;7949;100,00
350650;122359;62,10
350660;32251;32,09
350670;14824;93,29
350680;12204;81,12
350690;11534;0,00
350700;59793;40,54
350710;24898;34,34
350715;3923;87,94
350720;836;0,00
350730;4776;100,00
350740;15925;64,99
350745;2621;100,00
350750;144820;59,45
350760;166753;64,68
350770;5630;100,00
350775;2841;100,00
350780;24592;100,00
350790;24163;53,39
350800;19789;52,30
350810;17003;100,00
350820;4447;100,00
350830;4286;70,70
350840;48966;53,79
350850;93488;74,45
350860;33067;93,90
350870;18961;88,60
350880;17689;89,04
350890;4190;100,00
350900;100129;42,69
350910;5800;100,00
350920;75638;73,30
350925;28605;96,49
350930;10486;100,00
350940;25935;100,00
350945;5991;100,00
350950;1194094;45,64
350960;83735;22,25
350970;51763;81,43
350980;4932;100,00
350990;12539;100,00
350995;5071;100,00
351000;31212;49,60
351010;2787;100,00
351015;5139;100,00
351020;47159;99,56
351030;20419;38,64
351040;55141;28,35
351050;119625;89,73
351060;398611;28,07
351070;12303;100,00
351080;30237;43,66
351090;2542;100,00
351100;20738;100,00
351110;121210;92,81
351120;7752;83,20
351130;9125;100,00
351140;19774;87,24
351150;48074;64,59
351160;17915;95,62
351170;17009;51,68
355720;12418;82,14
351190;8472;81,44
351200;18398;63,59
351210;6203;100,00
351220;27820;62,01
351230;17770;38,83
351240;24221;97,85
351250;5986;100,00
351260;4728;72,97
351270;4047;74,13
351280;70998;53,16
351290;7316;100,00
351300;244694;28,79
351310;34998;56,57
351320;8541;76,57
351330;2100;100,00
351340;81895;61,36
351350;129760;81,74
351360;21639;89,11
351370;33520;100,00
351380;420934;84,99
351385;1786;100,00
351390;11208;64,24
351400;8846;100,00
351410;27112;63,07
351420;2119;100,00
351430;8868;100,00
351440;46536;81,23
351450;12457;100,00
351460;9708;100,00
351470;6141;100,00
351480;15443;100,00
351490;17604;78,39
351492;3604;95,73
351495;2456;100,00
351500;270843;50,51
351510;68856;52,63
351512;3202;100,00
351515;20284;51,03
351518;44186;72,99
351519;4779;100,00
355730;11198;92,43
351520;8418;100,00
351530;2762;100,00
351535;9419;100,00
351540;16001;80,20
351560;5771;100,00
351550;68823;100,00
351565;1704;100,00
351570;191993;33,05
351580;1499;100,00
351590;2934;100,00
351600;14486;85,53
351610;2699;100,00
351620;350400;22,52
351630;174008;48,70
351640;152433;69,59
351650;2776;100,00
351660;6615;100,00
351670;44370;100,00
351680;4754;100,00
351685;4762;100,00
351690;10876;100,00
351700;11370;91,82
351710;4801;100,00
351720;12039;67,53
351730;5743;100,00
351740;40533;85,12
351750;21125;100,00
351760;17293;100,00
351770;21129;85,33
351780;8357;100,00
351790;11088;93,34
351800;2002;100,00
351810;6654;100,00
351820;32774;30,66
351830;29451;57,04
351840;121073;44,85
351850;18143;100,00
351860;39714;34,37
351870;318107;58,55
351880;1365899;41,67
351885;7602;100,00
351890;5226;100,00
351900;9462;100,00
351905;14579;100,00
351907;227353;66,04
351910;11559;100,00
351920;6348;100,00
351925;8956;77,04
351930;34726;60,91
351940;12264;84,39
351950;7663;100,00
351960;59451;33,86
351970;78262;57,69
351980;8181;100,00
351990;8124;100,00
352000;24598;49,39
352010;30246;78,36
352020;9483;72,76
352030;30721;78,61
352042;10965;100,00
352044;26582;100,00
352040;34333;100,00
352050;246908;51,94
352060;4892;100,00
352070;3908;100,00
352080;3963;100,00
352090;14869;23,20
352100;36280;80,62
352110;7401;100,00
352115;5306;100,00
352120;4238;100,00
352130;16209;100,00
352140;23846;43,40
352150;7937;81,26
352160;8261;83,52
352170;17635;97,82
352180;26861;60,87
352190;15226;100,00
352200;3782;0,00
352210;100496;81,94
352215;3326;100,00
352220;173672;49,51
352230;162231;46,22
352240;93892;66,46
352250;234352;46,21
352260;74299;69,09
352265;4213;100,00
352270;42903;38,88
352280;15125;91,24
352290;13833;74,82
352300;4860;100,00
352310;366519;38,74
352320;50360;20,55
352330;17271;99,88
352340;119090;77,34
352350;20467;29,32
352360;17922;88,72
352370;6453;100,00
352380;7830;76,63
352390;172268;28,56
352400;59649;66,24
352410;41598;100,00
352420;6911;99,84
352430;76864;55,23
352440;231863;88,25
352450;6934;100,00
352460;17842;96,68
352470;56221;59,50
352480;49011;77,43
352490;6485;100,00
352500;123481;59,28
352510;43774;71,14
352520;29456;81,99
352530;148581;35,66
352540;3168;100,00
352550;13098;75,58
352560;4495;100,00
352570;36655;73,74
352580;4752;100,00
352585;3315;0,00
352590;414810;58,35
352600;20524;67,24
352610;18908;91,23
352620;31235;77,32
352630;4903;100,00
352640;28240;76,70
352650;11667;100,00
352660;7207;100,00
352670;102412;37,09
352680;67859;51,06
352690;303682;47,96
352700;7864;87,74
352710;77510;46,83
352720;88276;69,43
352725;2278;100,00
352730;47748;58,12
352740;21604;58,74
352750;2385;100,00
352760;14592;100,00
352770;5723;100,00
352780;4571;100,00
352790;2663;100,00
352800;17111;80,65
352810;8093;100,00
352820;3704;100,00
352830;3136;100,00
352840;46852;67,75
352850;98374;45,44
352860;9780;100,00
352870;5757;100,00
352880;13967;81,62
352885;2996;97,88
352890;4077;84,62
352900;237130;59,46
352910;2117;100,00
352920;26289;91,86
352930;82702;51,87
352940;468148;40,09
352950;5413;100,00
352960;3848;89,66
352965;1910;100,00
352970;22093;27,57
352980;12849;80,55
353000;3066;100,00
352990;19919;100,00
353010;29418;100,00
353020;18178;100,00
353030;59333;26,29
353040;4822;100,00
353050;68788;55,52
353060;440769;50,60
353070;150713;41,20
353080;92715;34,30
353090;3478;99,19
353100;2252;100,00
353110;55731;61,90
353120;7964;100,00
353130;50216;48,45
353140;24794;82,04
353150;19050;90,55
353160;4166;100,00
353180;58765;82,19
353170;4608;100,00
353190;32641;83,18
353200;13458;55,73
353205;4720;100,00
353210;4466;100,00
353215;3103;100,00
353220;4809;100,00
353230;6681;100,00
353240;18346;21,26
353250;8936;77,22
353260;11427;100,00
353270;5126;67,30
353280;6875;100,00
353282;9647;100,00
353284;1911;100,00
353286;1255;100,00
353290;11013;93,98
353300;21307;32,38
353310;2308;100,00
353320;3883;100,00
353330;4041;85,37
353340;59371;31,18
353325;5712;100,00
353350;40680;50,59
353360;7386;93,42
353370;4287;100,00
353380;2522;0,00
353390;54406;73,34
353400;4339;100,00
353410;6487;100,00
353420;6935;100,00
353430;43687;49,79
353440;696850;40,18
353450;2602;100,00
353460;32754;69,52
353470;112711;59,49
353480;8503;68,98
353475;10177;100,00
353490;14130;67,52
353500;12786;100,00
353510;13058;100,00
353520;9340;100,00
353530;22168;93,11
353540;15690;65,97
353550;45455;83,69
353560;18180;83,83
353570;6411;100,00
353580;19993;100,00
353590;4061;84,95
353600;10980;94,26
353610;6360;100,00
353620;19570;58,25
353625;2153;100,00
353630;14529;0,00
353640;7274;100,00
353650;106776;93,34
353657;1832;100,00
353660;8930;100,00
353670;46251;81,21
353680;6075;100,00
353690;2508;100,00
353700;16676;100,00
353710;47361;85,51
353715;3085;100,00
353720;11240;100,00
353730;63047;90,17
353740;25660;100,00
353750;8560;100,00
353760;67548;100,00
353770;5922;100,00
353780;55149;32,37
353790;28963;78,20
353800;166475;62,44
353810;16877;100,00
353820;15021;62,91
353830;3685;100,00
353850;13742;75,32
353860;27140;38,69
353870;400949;58,21
353880;29741;100,00
353890;25259;19,72
353900;11362;100,00
353910;18604;55,63
353920;27295;100,00
353930;75930;59,07
353940;13503;66,43
353950;39349;47,27
353960;5167;100,00
353970;3521;97,98
353980;116530;44,67
353990;6004;49,97
354000;21851;100,00
354010;3432;100,00
354020;49047;57,37
354025;4580;75,33
354030;2577;100,00
354040;4186;100,00
354050;9779;100,00
354060;52785;93,21
354070;55787;80,66
354075;24143;70,33
354080;17201;100,00
354085;3971;86,88
354090;21110;83,85
354100;319146;100,00
354105;5204;100,00
354110;4108;100,00
354120;13190;100,00
354130;44006;89,72
354140;227072;58,92
354150;39448;77,57
354160;40027;79,82
354165;3753;91,93
354170;14006;98,53
354180;3351;100,00
354190;13228;78,24
354200;6587;100,00
354210;9050;59,67
354220;29688;100,00
354230;3863;100,00
354240;20124;100,00
354250;9399;100,00
354260;56249;100,00
354270;7504;100,00
354280;3351;100,00
354290;13137;52,52
354300;16684;100,00
354310;4682;73,69
354320;4542;75,96
354323;2227;100,00
354325;7666;100,00
354330;122607;46,73
354340;694534;49,33
354360;3618;81,05
354370;10786;100,00
354380;10003;100,00
354390;204797;55,02
354400;34704;23,17
354410;50241;27,77
354420;12342;100,00
354350;5607;100,00
354425;17015;100,00
354430;10621;100,00
354440;3093;94,81
354450;3125;100,00
354460;5564;100,00
354470;2435;100,00
354480;6253;55,17
354490;11779;100,00
354500;17022;30,84
354510;5262;0,00
354515;8176;100,00
354520;117561;48,36
354530;44972;84,39
354540;9297;74,22
354550;4248;100,00
354560;15397;89,63
354570;5993;100,00
354580;192536;33,20
354600;14717;70,33
354610;2118;100,00
354620;4461;77,34
354625;2124;100,00
354630;33975;20,31
354640;47395;57,28
354650;5611;100,00
354660;32076;96,80
354670;26403;100,00
354680;56792;63,65
354690;8779;39,30
354700;6107;55,51
354710;2935;100,00
354740;2510;100,00
354750;27514;63,24
354760;26322;51,86
354765;1539;100,00
354720;1507;100,00
354730;136517;56,59
354770;20889;89,90
354780;716109;52,52
354790;6880;100,00
354800;23085;29,89
354805;8356;100,00
354810;5968;68,87
354820;6794;100,00
354830;3086;100,00
354840;4736;100,00
354850;432957;46,42
354860;10862;91,14
354870;833240;63,60
354880;160275;97,52
354890;249415;53,89
354900;2826;100,00
354910;90637;81,75
354920;2574;0,00
354925;1912;100,00
354930;2111;100,00
354940;51447;74,93
354950;8895;100,00
354960;4151;100,00
354970;54763;52,59
354980;456245;62,37
354990;713943;41,41
354995;15667;88,08
355000;10684;100,00
355010;40781;76,95
355020;32859;100,00
355030;12176866;62,59
355040;35318;80,70
355050;7636;100,00
355060;89943;48,70
355070;87596;100,00
355080;12205;100,00
355090;15257;67,44
355100;363173;33,48
355110;10177;90,20
355120;3646;94,62
355130;3470;100,00
355140;14334;100,00
355160;29001;95,69
355150;44555;46,12
355170;124453;40,33
355180;12884;100,00
355190;17328;0,00
355200;6264;100,00
355210;40648;96,68
355220;671186;54,05
355230;7708;100,00
355240;278571;56,75
355255;3911;88,21
355250;294638;43,17
355260;12328;100,00
355270;16345;95,07
355280;285570;58,07
355290;6240;100,00
355300;13569;100,00
355310;6268;100,00
355320;5568;100,00
355330;23182;59,53
355340;25830;94,08
355350;7850;87,90
355360;12970;100,00
355365;2810;100,00
355370;56984;10,95
355380;23180;72,48
355385;5792;100,00
355390;7395;100,00
355395;14812;100,00
355400;120533;48,16
355410;311854;64,93
355420;4574;100,00
355430;23019;100,00
355440;9302;100,00
355450;41622;58,02
355460;2663;100,00
355465;2401;100,00
355470;9963;55,10
355475;1709;100,00
355480;46642;53,45
355490;5781;100,00
355495;6808;94,74
355500;65477;82,06
355510;15404;100,00
355520;2012;100,00
355530;1759;100,00
355535;6216;100,00
355540;89747;100,00
355550;4754;100,00
355560;10068;100,00
355570;1823;100,00
355580;9108;100,00
355590;1177;100,00
355600;13727;100,00
355610;13115;78,92
355620;127123;37,59
355630;26130;97,13
355635;10378;0,00
355640;42573;73,29
355645;51702;66,39
355650;120572;49,27
355660;10864;66,55
355670;77308;43,35
355680;18775;91,88
355690;8626;0,00
355695;1834;100,00
355700;121331;54,89
355710;93736;100,00
355715;2684;100,00
170025;2564;100,00
170030;6572;100,00
170035;5434;100,00
170040;7131;100,00
170070;8427;100,00
170100;9607;100,00
170105;3417;100,00
170110;4741;100,00
170130;5786;100,00
170190;7016;100,00
170200;8567;100,00
170210;177517;62,19
170215;5663;100,00
170220;35346;100,00
170230;6670;100,00
170240;10601;97,63
170255;18178;94,89
170270;3731;100,00
170290;9725;100,00
170300;10662;100,00
170305;3512;100,00
170307;4549;100,00
170310;5614;100,00
170320;4469;100,00
170330;4779;100,00
170360;2191;100,00
170370;5475;100,00
170380;11197;100,00
170382;2266;100,00
170384;9917;69,58
170386;4321;100,00
170388;2556;100,00
170389;4059;100,00
170390;5295;100,00
170410;2874;100,00
170510;3334;100,00
170460;1401;100,00
170550;34990;100,00
171670;8270;100,00
170555;4843;100,00
170560;4124;100,00
170600;5536;100,00
170610;7300;100,00
170625;1708;100,00
170650;6018;100,00
170700;21850;94,74
170710;6856;100,00
170720;7211;100,00
170730;4687;100,00
170740;10851;95,38
170755;3841;100,00
170765;5284;100,00
170770;8837;100,00
170820;18482;100,00
170825;2576;100,00
170830;5116;100,00
170900;12942;79,97
170930;25677;100,00
170950;85737;100,00
170980;1977;100,00
171050;7414;100,00
171070;5896;100,00
171090;3758;100,00
171110;2435;100,00
171150;3819;100,00
171180;2202;100,00
171190;13034;79,41
171195;4237;100,00
171200;3101;100,00
171215;1892;100,00
171240;3748;100,00
171245;3060;0,00
171250;5094;100,00
171270;2638;100,00
171280;3403;100,00
171320;18566;100,00
171330;13375;100,00
171360;7827;88,16
171370;2263;100,00
171395;3514;100,00
171420;9239;100,00
171430;3959;100,00
171488;11719;100,00
171500;4215;100,00
171510;4287;100,00
171515;2332;100,00
171525;2698;100,00
171550;1106;100,00
172100;291855;100,00
171570;5919;100,00
171380;6570;100,00
171575;7641;100,00
171610;50602;100,00
171620;10461;98,94
171630;4831;100,00
171650;13380;100,00
171660;11623;100,00
171665;5443;100,00
171700;4464;100,00
171720;3023;100,00
171750;7564;100,00
171780;4601;100,00
171790;7961;86,67
171800;3108;100,00
171820;52700;100,00
171830;8365;100,00
171840;3692;100,00
171845;2659;100,00
171850;4244;100,00
171855;4604;100,00
171865;2088;100,00
171870;2811;100,00
171875;6468;100,00
171880;4627;100,00
171884;3378;100,00
171886;7426;100,00
171888;3381;100,00
171889;2344;100,00
171890;4811;100,00
171900;2834;100,00
172000;2528;100,00
172010;5256;100,00
172015;1572;100,00
172020;11967;100,00
172025;3070;100,00
172030;4757;100,00
172049;4017;100,00
172065;5378;100,00
172080;9078;100,00
172085;1946;100,00
172090;16538;83,44
172093;2131;0,00
172097;2773;100,00
172110;7471;92,36
172120;22896;100,00
172125;1860;100,00
172130;2613;100,00
172208;11631;100,00
172210;11561;100,00
