IBGE;População;Cobertura AB
310420;39793;100,00
310430;14955;100,00
310440;2751;100,00
310445;5191;100,00
310450;17888;100,00
310460;14085;97,98
310470;13064;100,00
310480;4888;100,00
310490;19094;100,00
310500;7851;100,00
310510;23757;100,00
310520;4825;100,00
310530;5713;100,00
310540;32319;100,00
310550;5443;100,00
310560;136392;65,44
310570;5250;100,00
310590;20720;100,00
310600;10248;100,00
310610;3433;100,00
310620;2501576;100,00
310630;26396;100,00
310640;7710;100,00
310650;11995;100,00
310665;4705;100,00
310660;4602;100,00
310670;432575;91,86
310680;3430;100,00
310690;14431;100,00
310700;2532;100,00
310710;40031;100,00
310720;5091;100,00
310730;49942;89,80
310740;50166;100,00
310750;6489;100,00
310760;4190;100,00
310770;6031;57,20
310780;15010;100,00
310790;10558;100,00
310800;17598;100,00
310810;6876;100,00
310820;5544;100,00
310825;11088;100,00
310830;19202;100,00
310840;14995;100,00
310850;6350;100,00
310870;4374;100,00
310855;16321;100,00
310860;32288;100,00
310880;4835;100,00
310890;14508;100,00
310900;39520;100,00
310910;11010;94,01
310920;10377;100,00
310925;4074;100,00
310930;24663;100,00
310940;27988;100,00
310945;6909;99,87
310950;14075;94,85
310960;3616;100,00
310970;11514;100,00
310270;9382;100,00
310980;2677;100,00
310990;11495;100,00
311000;44377;62,19
311010;5450;100,00
311020;4002;100,00
311030;14417;100,00
311040;2934;100,00
311050;21738;100,00
311060;29278;100,00
311070;12816;100,00
311080;3711;92,97
311090;16565;100,00
311100;21056;81,92
311110;19738;100,00
311115;3810;100,00
311120;53866;100,00
311130;11658;100,00
311140;8029;85,94
311150;15356;89,87
311160;28703;84,14
311190;5612;100,00
311170;4579;100,00
311180;12025;100,00
311200;14883;100,00
311205;4498;100,00
311210;5424;100,00
311220;4673;100,00
311230;37856;100,00
311240;6952;100,00
311250;9679;100,00
311260;16109;100,00
311265;5420;100,00
311270;15153;100,00
311280;8601;100,00
311290;9287;100,00
311300;23586;100,00
311310;3200;100,00
311320;25327;100,00
311330;32988;94,13
311340;91503;100,00
311350;9396;100,00
311360;6721;100,00
311370;19007;100,00
311380;2617;100,00
311390;12158;100,00
311400;11439;100,00
311410;14769;100,00
311420;22257;100,00
311430;30324;100,00
311440;21180;65,16
311450;19144;100,00
311455;9986;100,00
311460;4044;100,00
311470;3560;100,00
311480;4495;100,00
311490;2260;100,00
311500;3057;100,00
311510;17739;81,35
311530;74691;83,14
311535;5330;100,00
311540;3629;100,00
311545;6366;100,00
311547;5008;100,00
311550;21703;63,59
311560;1171;100,00
311570;7017;100,00
311580;10425;99,28
311590;3121;100,00
311600;5709;100,00
311610;15368;100,00
311615;13397;100,00
311620;2702;100,00
311630;6774;100,00
311640;4810;100,00
311650;7590;100,00
311660;28366;85,14
311670;7517;91,79
311680;8907;100,00
311690;3103;100,00
311700;7090;100,00
311710;10261;100,00
311520;3962;87,08
311730;27425;100,00
311720;2811;100,00
311740;4570;100,00
311750;17641;100,00
311760;5480;100,00
311770;13590;100,00
311780;11525;100,00
311783;7595;100,00
311787;6657;100,00
311790;11813;100,00
311800;54196;100,00
311810;5044;100,00
311820;6908;99,88
311830;127539;89,53
311840;22892;100,00
311850;1782;100,00
311860;659070;81,51
311870;9191;100,00
311880;26592;100,00
311890;8883;77,68
311900;3534;100,00
311910;23797;57,99
311920;10040;100,00
311930;27982;86,31
311940;109405;84,76
311950;9228;100,00
311960;3080;100,00
311970;3426;100,00
311980;3241;100,00
311990;3714;92,89
311995;6290;100,00
312000;2814;100,00
312010;4396;100,00
312015;6646;100,00
312020;12660;100,00
312030;5960;100,00
312040;5145;100,00
312050;10258;100,00
312060;5014;100,00
312070;4134;100,00
312080;15358;100,00
312083;4960;100,00
312087;7656;100,00
312090;79625;89,33
312100;5399;100,00
312110;8035;100,00
312120;7098;100,00
312125;10291;100,00
312130;4996;100,00
312140;7232;100,00
312150;2919;100,00
312160;47617;100,00
312170;3814;100,00
312180;7852;100,00
312190;3411;100,00
312200;19884;100,00
312210;4984;100,00
312220;7527;100,00
312230;235977;62,69
312235;6702;100,00
312240;5996;100,00
312245;10820;100,00
312247;3699;100,00
312250;5097;100,00
312260;4482;100,00
312270;5243;100,00
312280;3007;100,00
312290;6523;100,00
312300;10081;68,45
312310;5185;100,00
312320;13541;100,00
312330;4289;100,00
312340;1521;100,00
312350;1905;100,00
312352;7811;100,00
312360;27823;100,00
312370;11064;100,00
312380;7244;100,00
312385;5362;100,00
312390;15214;90,11
312400;18829;100,00
312410;70200;100,00
312420;24773;97,49
312430;31624;100,00
312440;4673;100,00
312450;11321;30,47
312460;2361;100,00
312470;3508;100,00
312480;7936;86,95
312490;11218;100,00
312500;3904;100,00
312510;35474;100,00
312520;2379;100,00
312530;3262;100,00
312540;4804;100,00
312560;7409;93,13
312570;15235;100,00
312580;3394;100,00
312590;9949;100,00
312595;10957;100,00
312600;7386;93,42
312610;67540;92,75
312620;9431;100,00
312630;4387;78,64
312640;2927;100,00
312650;10343;100,00
312660;5187;100,00
312670;26181;100,00
312675;5446;100,00
312680;5891;100,00
312690;9555;100,00
312695;3469;99,45
312700;17701;100,00
312705;4601;100,00
312707;5441;100,00
312710;58962;68,23
312720;4304;100,00
312730;6844;100,00
312733;5122;100,00
312735;3136;100,00
312737;3328;100,00
312738;3940;100,00
312740;4345;100,00
312750;6145;100,00
312760;11833;100,00
312770;278685;91,77
312780;15779;100,00
312790;1389;100,00
312800;34057;91,17
312810;14233;96,96
312820;10333;100,00
312825;4954;100,00
312830;19025;100,00
312840;8903;100,00
312850;3818;100,00
312860;6591;100,00
312870;51750;82,03
312880;7105;100,00
312890;7971;100,00
312900;8442;100,00
312910;5704;100,00
312920;6524;100,00
312930;10867;100,00
312940;5033;100,00
312950;25035;94,67
312960;8351;100,00
312965;5975;100,00
312970;13687;100,00
312980;179015;91,50
312990;3483;99,05
313000;2982;100,00
313005;11879;100,00
313010;42246;89,83
313020;10709;100,00
313030;7971;100,00
313040;6488;100,00
313050;12303;100,00
313055;6865;100,00
313060;7297;100,00
313065;7363;100,00
313070;6829;100,00
313080;2757;0,00
313090;24204;100,00
313100;6228;100,00
313110;7467;100,00
313115;18438;100,00
313120;19717;100,00
313130;261344;67,04
313140;4217;100,00
313150;10039;100,00
313160;6944;100,00
313170;119186;92,63
313180;11446;100,00
313190;51281;93,31
313200;5353;100,00
313210;18142;100,00
313220;13278;100,00
313230;12681;100,00
313240;96389;79,68
313250;34527;100,00
313260;4333;100,00
313270;23212;100,00
313280;2107;100,00
313290;10229;100,00
313300;15440;100,00
313310;15236;90,57
313320;12212;100,00
313330;21096;100,00
313340;15102;90,39
313350;21763;95,12
313360;9682;100,00
313370;11037;100,00
313375;16014;100,00
313380;92561;81,51
313390;5470;100,00
313400;14956;100,00
313410;6039;100,00
313420;104067;45,12
313430;6048;100,00
313440;38822;78,82
313450;3809;100,00
313460;19858;100,00
313470;12329;100,00
313480;7681;89,83
313490;25684;67,16
313500;3124;100,00
313505;38413;100,00
313507;5378;100,00
313510;71265;100,00
313520;67628;96,93
313530;4314;100,00
313535;8556;100,00
313540;4973;100,00
313545;7645;100,00
313550;12460;100,00
313560;7597;100,00
313570;5215;100,00
313580;25305;95,44
313590;4795;100,00
313600;15410;100,00
313610;4674;100,00
313620;79387;67,19
313630;48561;83,40
313640;4662;100,00
313650;10780;100,00
313652;4516;100,00
313655;4938;100,00
313657;4844;100,00
313665;26484;100,00
313670;564310;74,23
313680;4316;100,00
313690;10441;100,00
313695;5733;100,00
313700;18026;100,00
313710;7627;100,00
313720;51601;78,49
313730;4124;100,00
313740;12953;100,00
313750;17991;100,00
313753;9454;100,00
313760;63359;100,00
313770;19928;100,00
313780;20719;100,00
313790;3404;100,00
313800;6786;100,00
313810;6522;100,00
313820;102728;94,56
313830;3233;100,00
313835;4915;100,00
313840;52532;91,09
313850;5109;100,00
313860;16671;100,00
313862;7481;92,23
313865;9008;100,00
313867;6275;100,00
313868;6680;100,00
313870;5454;100,00
313880;18172;94,93
313890;7110;100,00
313900;41844;57,71
313910;5087;100,00
313920;18700;100,00
313925;6532;100,00
313930;18594;100,00
313940;89256;81,17
313950;22608;100,00
313960;27640;100,00
313980;12725;100,00
313970;7904;100,00
313990;14136;100,00
314000;60142;100,00
314010;4134;100,00
314015;15207;100,00
314020;2959;100,00
314030;4044;100,00
314040;2784;0,00
314050;13330;100,00
314053;8299;100,00
314055;8526;100,00
314060;4482;100,00
314070;30798;100,00
317150;3227;100,00
314080;14385;95,93
314085;11050;100,00
314090;18808;100,00
314100;12508;100,00
314110;37473;100,00
314120;3758;100,00
314130;3771;100,00
314140;20882;100,00
314150;6446;100,00
314160;10720;100,00
314170;5666;100,00
314180;31471;100,00
314190;3896;100,00
314200;13557;100,00
314210;10721;100,00
314220;14913;100,00
314225;4861;100,00
314230;4904;100,00
314240;7479;100,00
314250;2240;100,00
314260;8648;100,00
314270;15012;100,00
314280;20999;82,15
314290;21017;100,00
314300;13180;78,53
314310;47682;100,00
314315;4889;100,00
314320;21534;100,00
314340;23569;85,92
314330;404804;100,00
314345;8180;100,00
314350;8815;100,00
314360;2488;100,00
314370;3211;100,00
314380;6065;100,00
314390;108113;100,00
314400;26997;100,00
314410;20594;100,00
314420;3219;100,00
314430;40839;92,93
314435;6939;99,44
314437;3314;100,00
314440;4731;100,00
314450;8555;100,00
314460;26709;51,67
314465;10263;100,00
314467;3255;100,00
314470;17607;58,78
314480;93577;95,38
314490;3627;100,00
314500;15280;67,74
314505;7504;100,00
314510;16610;100,00
314520;99770;69,16
313660;5718;100,00
314530;31326;99,12
314535;10731;100,00
314537;5273;100,00
314540;1775;100,00
314545;6018;100,00
314550;2765;100,00
314560;41529;99,69
314570;2136;100,00
314580;3144;100,00
314585;4647;100,00
314587;7954;100,00
314590;39121;44,09
314600;33481;41,22
314610;73994;100,00
314620;5954;100,00
314625;6332;100,00
314630;20052;100,00
314655;6084;100,00
314640;4510;100,00
314650;8270;100,00
314660;1535;100,00
314670;6621;100,00
314675;5671;100,00
314690;15543;88,79
314710;93101;96,35
314700;92430;68,65
314720;21418;80,54
314730;20940;82,38
314740;24375;75,08
314760;16294;100,00
314770;8112;100,00
314780;2048;100,00
314750;1664;100,00
314790;113998;85,08
314795;5942;100,00
314800;150833;96,09
314810;90041;72,80
314820;5652;100,00
314830;9557;100,00
314840;4849;100,00
314850;8481;100,00
314860;17545;100,00
314870;24319;100,00
314875;7065;100,00
314880;3100;100,00
314890;3969;100,00
314900;2475;100,00
314910;11246;100,00
314915;11453;100,00
314920;3626;95,15
314930;63789;75,72
314940;1808;100,00
314950;3310;100,00
314960;4379;100,00
314970;11249;100,00
314980;16009;100,00
314990;21291;100,00
314995;6847;100,00
315000;4246;100,00
315010;2763;100,00
315015;8426;100,00
315020;4140;100,00
315030;4528;100,00
315040;4955;100,00
315050;8631;100,00
315053;4894;100,00
315057;7490;100,00
315060;6421;100,00
315070;6044;100,00
315080;17618;100,00
315090;5455;100,00
315100;8550;100,00
315110;10731;100,00
315120;56208;100,00
315130;10816;100,00
315140;27755;87,01
315150;34456;100,00
315160;11968;86,48
315170;16734;100,00
315180;166111;86,96
315190;8508;100,00
315200;31583;87,39
315210;59605;95,23
315213;4237;100,00
315217;12061;100,00
315220;37950;100,00
315230;11208;100,00
315240;16491;100,00
315250;148862;79,74
315260;5981;100,00
315270;8979;100,00
315280;27688;99,68
315290;8642;100,00
315300;3573;96,56
315310;5398;100,00
315320;3676;100,00
315330;3004;100,00
315340;19377;100,00
315360;10629;100,00
315370;3542;97,40
315380;1934;100,00
315390;16277;84,78
315400;23814;100,00
315410;10514;98,44
315415;7105;100,00
315420;11459;60,21
315430;17398;79,32
315440;4798;100,00
315445;8138;100,00
315450;9487;100,00
315460;331045;65,66
315470;4019;85,84
315480;10203;100,00
315490;13659;100,00
315510;5167;100,00
315500;2599;100,00
315520;5549;100,00
315530;5783;100,00
315540;8941;100,00
315550;12291;100,00
315560;30779;100,00
315570;14346;96,19
315580;17858;100,00
315590;5467;100,00
315600;12957;100,00
315610;4648;100,00
315620;2289;100,00
315630;7991;100,00
315640;3547;97,27
315645;4566;100,00
315650;6198;100,00
315660;10226;100,00
315670;135421;63,36
315680;15525;100,00
315690;25989;100,00
315700;41349;100,00
315710;7007;98,47
315720;30807;100,00
315725;8113;100,00
315727;3117;100,00
315730;4454;100,00
315733;8541;100,00
315737;4177;82,60
315740;4793;100,00
315750;4438;100,00
315760;3866;100,00
315765;6345;100,00
315770;13743;72,04
315780;218147;72,89
315790;16111;100,00
315800;10836;95,51
315810;5248;100,00
315820;14620;100,00
315920;8974;100,00
315940;3449;100,00
315930;4905;100,00
315935;7155;100,00
315950;5522;100,00
315960;42751;96,14
315970;3343;100,00
315980;19608;100,00
315830;7128;100,00
315840;3853;100,00
315850;7696;100,00
315860;3971;100,00
315870;2438;100,00
315880;4807;100,00
315890;8681;100,00
315895;33934;100,00
315900;4274;100,00
315910;3789;100,00
315990;18434;100,00
316000;3602;95,78
316010;3937;100,00
316020;3877;100,00
316030;11677;100,00
316040;28054;100,00
316045;7256;100,00
316050;1770;100,00
316060;3109;100,00
316070;46555;100,00
316080;5220;100,00
316090;3721;100,00
316095;5630;100,00
316100;17393;100,00
316105;3377;100,00
316110;56163;100,00
316120;6535;100,00
316130;6200;100,00
316140;4889;100,00
316150;12164;100,00
316160;4015;100,00
316165;3963;100,00
316170;6923;100,00
316180;12218;100,00
316190;10818;100,00
312550;3161;100,00
316200;25332;81,12
316210;35145;100,00
316220;7407;100,00
316225;4896;100,00
316230;2753;100,00
316240;25235;100,00
316245;12899;100,00
316250;89653;86,83
316255;11440;100,00
316257;5798;100,00
316260;7553;100,00
316265;4389;100,00
316270;23524;100,00
316280;15781;87,45
316290;26272;65,66
316292;30989;77,93
316294;7371;93,61
316295;23385;100,00
316300;4255;100,00
316310;4927;100,00
316320;4183;100,00
316330;3865;100,00
316340;5454;100,00
316350;6477;100,00
316360;2775;100,00
316370;45488;75,84
316380;6933;100,00
316390;4709;100,00
316410;5291;100,00
316400;7858;100,00
316420;12139;100,00
316430;7026;98,21
316440;5455;100,00
316443;2991;100,00
316447;6479;100,00
316450;10129;68,12
316460;6684;100,00
316470;70450;100,00
316480;1520;100,00
316490;2231;100,00
316520;7056;100,00
316500;10922;100,00
316510;7042;100,00
316530;7687;89,76
316540;6869;50,23
316550;6236;100,00
316553;32069;86,06
316556;2661;100,00
316557;5352;100,00
316560;2007;100,00
316570;7764;100,00
316580;1545;100,00
316590;4209;100,00
316600;5786;100,00
316610;3527;100,00
316620;10451;100,00
316630;7319;100,00
316640;1848;100,00
316650;4293;100,00
316660;786;100,00
316680;11493;90,05
316670;8685;100,00
316690;7670;100,00
316695;4752;100,00
316700;1970;100,00
316710;20993;100,00
316720;237286;86,16
316555;12134;100,00
316730;2258;100,00
316740;6227;100,00
316750;2612;100,00
316760;19528;100,00
316770;5594;100,00
316780;6112;100,00
316790;3792;100,00
316800;33858;100,00
316805;3119;100,00
316810;4711;100,00
316820;1879;100,00
316830;4055;100,00
316840;14350;100,00
316850;11650;100,00
316860;140235;100,00
316870;89090;87,82
316880;7886;100,00
316890;6539;100,00
316900;16602;100,00
316905;4093;100,00
316910;6217;100,00
316920;8201;100,00
316930;78913;81,36
316935;31984;97,08
316940;56546;54,17
316950;6698;100,00
316960;25253;95,63
316970;19797;100,00
316980;5008;100,00
316990;114265;63,41
317000;12466;100,00
317005;12449;100,00
317010;330361;65,88
317020;683247;63,56
317030;2626;100,00
317040;83808;57,09
317043;4325;79,77
317047;3267;100,00
317050;10371;100,00
317052;16547;100,00
317057;6491;100,00
317060;2158;100,00
317065;4987;100,00
317070;134477;72,06
317075;7071;100,00
317080;39173;96,88
317090;19335;100,00
317100;20537;100,00
317103;9265;100,00
317107;5712;100,00
317110;3951;87,32
317115;4832;100,00
317120;125376;83,15
317130;78286;88,14
317140;3629;100,00
317160;13764;100,00
317170;8685;100,00
317180;10537;100,00
317190;5420;100,00
317200;42149;92,17
317210;5243;100,00
317220;2558;100,00
500020;15257;100,00
500025;5268;100,00
500060;38958;79,70
500070;25128;100,00
500080;8993;100,00
500085;10620;100,00
500090;8891;77,61
500100;25431;81,40
500110;47784;100,00
500124;11963;86,52
500150;6829;100,00
500190;22717;100,00
500200;11305;100,00
500210;24508;84,46
500215;7817;100,00
500220;21738;100,00
500230;11891;100,00
500240;29743;58,00
500260;13727;100,00
500270;885711;52,08
500280;6049;100,00
500290;21876;100,00
500295;24559;100,00
500310;5839;100,00
500315;15152;68,31
500320;110806;84,20
500325;20496;100,00
500330;33516;97,21
500345;12868;100,00
500348;11239;100,00
500350;5889;100,00
500370;220965;74,44
500375;12305;84,11
500380;19234;100,00
500390;3044;100,00
500400;9981;100,00
500410;9968;100,00
500430;15977;86,37
500440;7625;100,00
500450;23886;100,00
500460;20905;100,00
500470;23140;100,00
500480;8976;100,00
500490;7108;100,00
500500;25967;93,00
500510;4034;100,00
500515;6638;100,00
500520;22968;100,00
500525;7267;100,00
500540;45932;95,68
500560;27795;91,85
500568;18256;100,00
500570;54051;78,54
500580;14085;97,98
500600;21300;100,00
500620;53517;58,02
500625;3947;100,00
500627;5455;100,00
500630;42010;100,00
500635;14048;73,68
500640;7666;90,01
500660;91082;86,00
500690;17078;60,60
500710;24258;81,62
500720;36830;84,31
500730;4819;100,00
500740;19682;100,00
500750;5403;100,00
500755;7801;88,45
500769;26363;100,00
500780;6515;100,00
500770;10812;63,82
500790;56081;82,92
500793;18828;91,62
500795;11427;90,57
500797;3583;100,00
500800;21311;100,00
500830;119465;99,22
500840;6067;100,00
510010;5424;100,00
510020;25229;100,00
510025;51615;100,00
510030;18703;100,00
510035;6659;100,00
510040;11868;87,21
510050;11238;61,40
510060;10557;98,04
510080;9979;100,00
510100;3119;100,00
510120;956;100,00
510125;16690;62,01
510130;9714;100,00
510140;21987;62,76
510160;8563;80,58
510170;34619;59,79
510180;60661;100,00
510185;6452;100,00
510190;19248;89,62
510250;93882;62,73
510260;15830;65,38
510263;34558;89,85
510267;42871;100,00
510268;6710;100,00
510269;4761;100,00
510270;21311;80,94
510279;10413;99,39
510285;8695;100,00
510300;19588;100,00
510305;12052;100,00
510310;5691;100,00
510320;33224;83,07
510325;37280;46,27
510330;20513;100,00
510335;30347;90,95
510336;3973;100,00
510337;19254;71,67
510340;607153;51,64
510343;5192;100,00
510345;9377;100,00
510350;21904;100,00
510360;8199;100,00
510370;13857;49,79
510380;3537;97,54
510385;7513;91,84
510390;5487;100,00
510395;3045;100,00
510410;35497;87,47
510420;15035;100,00
510450;2725;100,00
510452;7395;100,00
510454;6587;100,00
510455;3901;88,44
510460;13163;100,00
510480;27628;99,90
510490;8366;100,00
510500;9006;76,62
510510;34815;69,37
510515;40905;92,78
510517;15370;67,34
510520;11275;91,80
510523;6059;100,00
510525;63411;100,00
510530;2099;100,00
510558;10700;96,73
510560;16334;100,00
510562;27536;75,17
510590;15338;100,00
510600;6056;100,00
510610;13231;78,23
510615;14909;69,42
510620;3928;100,00
510621;12739;81,25
510880;4578;100,00
510618;6526;100,00
510885;3249;100,00
510890;8428;100,00
510895;9078;100,00
510622;43919;87,64
510617;3765;100,00
510623;20034;86,10
510619;3699;100,00
510624;11694;88,51
510625;21231;95,38
510627;3985;100,00
510626;8990;76,75
510631;2574;100,00
510628;5199;100,00
510629;11193;100,00
510630;22246;77,54
510637;17456;79,06
510642;34607;69,78
510645;2676;100,00
510650;32768;84,23
510665;6578;100,00
510670;1602;100,00
510675;45093;53,56
510677;12347;100,00
510680;5429;100,00
510682;11935;100,00
510685;3050;100,00
510700;16421;100,00
510704;61038;73,48
510706;17014;100,00
510715;2721;100,00
510718;10081;68,45
510719;2388;100,00
510720;5159;100,00
510757;3966;100,00
510760;228857;70,14
510770;17237;100,00
510775;3437;100,00
510724;4486;100,00
510774;2495;100,00
510776;3330;100,00
510777;8281;83,32
510726;3136;100,00
510779;5023;100,00
510780;16433;100,00
510785;11615;100,00
510729;4021;100,00
510730;20312;100,00
510735;5569;100,00
510710;18967;72,76
510740;4674;100,00
510787;25054;94,24
510788;1622;100,00
510790;139935;87,21
510792;87815;100,00
510794;9565;100,00
510795;101764;80,22
510800;13359;100,00
510805;9862;100,00
510810;3786;91,13
510820;3672;100,00
510830;3562;100,00
510835;3128;100,00
510840;282009;49,41
510850;11216;61,52
510550;15983;100,00
510860;25570;53,97
150010;156292;52,88
150013;7382;100,00
150020;55513;49,72
150030;38863;26,63
150034;27241;63,32
150040;56480;48,87
150050;34142;60,63
150060;113195;70,10
150070;28859;35,86
150080;525566;86,64
150085;27161;76,21
150090;45516;100,00
150095;30896;55,83
150100;16371;100,00
150110;30009;68,98
150120;46416;74,33
150125;3310;100,00
150130;122294;94,64
150140;1485732;37,80
150145;17624;100,00
150150;61689;100,00
150157;16841;100,00
150160;16038;100,00
150170;126436;100,00
150172;15190;100,00
150175;7392;100,00
150178;64738;42,63
150180;101891;57,56
150190;28832;59,83
150200;23466;29,40
150195;33178;83,19
150210;136390;50,50
150215;36050;100,00
150220;68616;100,00
150230;54179;100,00
150240;198294;86,55
150250;23482;58,77
150260;12040;100,00
150270;47734;86,73
150275;32847;63,02
150276;13179;100,00
150277;18014;100,00
150280;33893;40,72
150285;14197;100,00
150290;39540;95,98
150293;58956;87,78
150295;33674;51,23
150300;7319;100,00
150304;20080;100,00
150307;26020;100,00
150309;39857;60,59
150310;32991;52,29
150320;38588;100,00
150330;62355;51,86
150340;11559;100,00
150345;62455;88,38
150350;32504;95,53
150360;101097;81,01
150370;53182;64,87
150375;8899;77,54
150380;58457;59,02
150390;56908;48,50
150400;28583;36,21
150405;29917;100,00
150410;8523;100,00
150420;275086;34,17
150430;29429;100,00
150440;28220;85,58
150442;129321;65,65
150445;31213;66,32
150450;27415;75,51
150460;30736;78,57
150470;80988;31,71
150475;15982;64,76
150480;57900;47,67
150490;39783;52,03
150495;21291;81,02
150497;16499;100,00
150500;15218;100,00
150503;25758;100,00
150506;74602;50,87
150510;51964;53,11
150520;32168;53,62
150530;72160;71,22
150540;17721;100,00
150543;32319;100,00
150548;46986;51,40
150549;7596;100,00
150550;111764;71,00
150553;202882;68,48
150555;5557;100,00
150560;8073;100,00
150563;12983;100,00
150565;30293;34,17
150570;30608;67,63
150580;61126;56,44
150590;40458;59,69
150600;29886;69,26
150610;10792;100,00
150611;13512;100,00
150613;83997;49,29
150616;18186;100,00
150618;51903;66,47
150619;49503;48,78
150620;40424;100,00
150630;23424;73,64
150635;20704;100,00
150640;9939;100,00
150650;69746;100,00
150655;19852;100,00
150658;21042;100,00
150660;24725;100,00
150670;71187;48,46
150680;302667;74,99
150690;6664;100,00
150700;31038;100,00
150710;17970;95,99
150715;25358;95,24
150720;31837;100,00
150730;124763;49,77
150740;15833;100,00
150745;24991;100,00
150746;6059;100,00
150747;22842;100,00
150750;13940;100,00
150760;58328;41,40
150770;26301;78,70
150775;5849;100,00
150780;11839;100,00
150790;25181;66,72
150795;103664;43,84
150796;11591;100,00
150797;18619;100,00
150800;62854;38,42
150803;30656;100,00
150805;18807;55,03
150808;39059;79,50
150810;112148;87,82
150812;57632;71,84
150815;45517;75,80
150820;53191;64,92
150830;61049;67,81
150835;14987;100,00
150840;44410;93,22
250010;10161;100,00
250020;5571;100,00
250030;28623;100,00
250040;20589;100,00
250050;14367;100,00
250053;5473;100,00
250057;2488;100,00
250060;19391;100,00
250073;2227;100,00
250077;8337;100,00
250080;17079;100,00
250090;13438;100,00
250100;20215;100,00
250110;22978;100,00
250115;2140;100,00
250120;6935;100,00
250130;19190;100,00
250135;3870;100,00
250140;8933;100,00
250150;21210;100,00
250153;4831;100,00
250160;15268;100,00
250157;8249;100,00
250170;5939;100,00
250180;96550;100,00
250190;17640;100,00
250200;7335;100,00
250205;3393;100,00
250210;5423;100,00
250215;6972;100,00
250220;2547;100,00
250230;4994;100,00
250240;11797;100,00
250250;17751;100,00
250270;5395;100,00
250280;13993;100,00
250290;6433;100,00
250300;21698;100,00
250310;5503;100,00
250320;66680;100,00
250330;10182;100,00
250340;3729;100,00
250350;17159;100,00
250355;7145;100,00
250360;7292;100,00
250370;61776;100,00
250375;3181;100,00
250380;5982;100,00
250390;5994;100,00
250400;407472;100,00
250403;6424;100,00
250407;4140;100,00
250410;2631;100,00
250415;7431;100,00
250420;4929;100,00
250430;30343;100,00
250435;4807;100,00
250440;18904;100,00
250450;6649;100,00
250460;24323;100,00
250470;4785;100,00
250480;15423;100,00
250485;1907;100,00
250490;17366;100,00
250500;7763;100,00
250510;20343;100,00
250523;6349;100,00
250520;6823;100,00
250527;5242;100,00
250530;2521;100,00
250535;5289;100,00
250540;8279;100,00
250560;6575;100,00
250570;10429;100,00
250580;3610;100,00
250590;3505;98,43
250600;33003;100,00
250610;11355;100,00
250620;2990;100,00
250625;8448;100,00
250630;58492;100,00
250640;14131;100,00
250650;3403;100,00
250660;5956;100,00
250260;6186;100,00
250670;11790;100,00
250680;18101;100,00
250690;24537;100,00
250700;24653;100,00
250710;18501;100,00
250720;10801;100,00
250730;14349;100,00
250740;7732;100,00
250750;800323;94,31
251365;2685;100,00
250760;7896;100,00
250770;18041;100,00
250780;7104;100,00
250790;10717;100,00
250800;9886;100,00
250810;4679;100,00
250820;7643;100,00
250830;27385;100,00
250840;2749;100,00
250850;7371;100,00
250855;4294;100,00
250860;12944;100,00
250870;4020;100,00
250880;5766;100,00
250890;44657;100,00
250900;11092;93,31
250905;8460;100,00
250910;21808;100,00
250915;6565;100,00
250920;13742;100,00
250930;8327;100,00
250933;4516;100,00
250937;2889;100,00
250939;6506;100,00
250940;13308;100,00
250950;5598;100,00
250960;4789;100,00
250970;33007;100,00
250980;9878;100,00
250990;10458;100,00
251000;7312;100,00
251010;10651;100,00
251020;5978;100,00
251030;4840;100,00
251040;6592;100,00
251050;3912;100,00
251060;3033;100,00
251065;1786;100,00
251070;2402;100,00
251080;106984;100,00
251090;12260;100,00
251100;3800;100,00
251110;7766;100,00
251120;28389;100,00
251272;6064;100,00
251130;16038;100,00
251140;18706;100,00
251150;11855;100,00
251160;6680;100,00
251170;5105;100,00
251180;10572;100,00
251190;18904;100,00
251200;18429;100,00
251203;3777;100,00
251207;4276;100,00
251210;32749;100,00
251220;4141;100,00
251230;23215;100,00
251240;13630;100,00
251250;43917;100,00
251260;1929;100,00
251270;19340;100,00
251274;3564;100,00
251275;4500;100,00
251276;4477;100,00
251278;1951;100,00
251280;8587;100,00
251290;24088;100,00
251300;3919;100,00
251310;12149;100,00
251315;6574;100,00
251320;6585;100,00
251330;5907;100,00
251335;3597;100,00
251340;15336;100,00
251370;135807;100,00
251380;4585;100,00
251350;5198;100,00
251360;7077;100,00
251385;2532;100,00
251392;4492;100,00
251390;33796;100,00
251396;3087;100,00
251394;2581;100,00
251398;3371;100,00
251400;4313;100,00
250070;17941;100,00
251410;4430;100,00
251420;7680;100,00
251430;6255;100,00
251440;4665;100,00
251450;20053;100,00
251455;3908;100,00
251460;3526;100,00
251465;1791;100,00
251470;4134;100,00
251480;3723;100,00
251445;5915;100,00
251490;7745;100,00
251500;7124;100,00
251510;11753;100,00
251520;3466;100,00
251540;10728;100,00
251530;52443;100,00
251550;13630;100,00
251560;3141;100,00
251570;3089;100,00
251580;7041;100,00
251590;6131;100,00
251593;4958;100,00
251597;7751;100,00
251600;26592;100,00
251610;14837;93,01
251615;3516;100,00
251620;69161;100,00
251630;16864;100,00
251640;10887;100,00
251650;15185;100,00
251660;14614;100,00
251670;15072;100,00
251675;3035;100,00
251680;9466;100,00
251690;15300;100,00
251700;9902;100,00
251710;2779;100,00
251720;5323;100,00
250550;3773;100,00
251740;2225;100,00
260005;99622;87,12
260010;37111;100,00
260020;19456;100,00
